fingerprint,mean_bw
TheNewOil 8896B61C9A1C82F5E57E5219BD4CB0E1DE769504,9983.749133585383
TorNull 84ABF6381FD0F96B882764F176B85980EBC31FE1,9980.603260869566
middlesharprelay FF1AA085300284BA5AAC7341671E57D53EC40FE3,9975.589949590421
duat 5835654384EA7DB06B2581A3999730F15E51922F,9974.486452425961
InMemoryOfJohnKerr 81C55D403A82BF6E7C3FBDBD41D102B7088900D9,9974.30426906112
Binnacle 4F0DB7E687FC7C0AE55C8F243DA8B0EB27FBF1F2,9974.055056710775
SkynetC2 F48FD1AED068496D51D1384BC7497C04E4985DA6,9972.523708254568
CheenaTorExit1 01729F10A81DDD8A92D770B2133082EB56C75E26,9968.475346565847
Freebird32 0C475BA4D3AA3C289B716F95954CAD616E50C4E5,9967.41800567108
snIP3r 6DFBF0FF50456125AD98DE665CC60031863FEB98,9964.34609325772
metaverse01 FA5F1AB3468F808B2FB05F2155C0481A3532C787,9953.087901701323
Unnamed D6C8F5FE6FF305819CF75A7DC31EF79FFFC5FC38,9951.806238185254
lecirque 1BBD716B4973D96E570D334A5776978BFF7E0E5D,9951.213137996221
Unnamed 2022BCB37453DC168E6CB7B4DAD119AC072F2DEE,9950.194943289225
Lubuntor D4A47678E58E6E38FC90F1D80FD19FDFE6C58D90,9945.351055450536
TarpNL 87F0596154FE31BEEF033EF8A0C054C83279FA5F,9941.437539382483
BraveCalakmulII B2E0F33B1A7E70F21744C3EC37B475F8EC0712E2,9938.514492753624
notamateurhour 5B34FC319881938C6DDFC6DB5ADCFB53819B7595,9934.994486452426
Maryl 4B7BF038F7F841BB8F07A659D15942AB62A1B517,9930.253938248266
snap277 2B4C8DC0F4A0790AB72D26A319B94D3287EA44CD,9929.877047889098
ScarletTitan 80B2DDAE3AE2357D118578C82748EF555B399409,9925.688169502206
corona 29DDD25C8383FDA559D4E0E88F820AB88C26212A,9925.433207309388
Toready2 D6F04084297AE2FF819A89630594C8062A9550A2,9925.248267170762
Gretel E554C9E6D91B591037FA075E091E3566E2552AFB,9924.627599243855
dike 037BCD0EBDF7DB9F3D562DA27D463F0F78F1494B,9924.455970384373
Zarkon 9EB3FD84065E5622A57EFEF14E41A01B5B99A022,9924.43501890359
giftfish EC7DF86078FCD97796087E8A8D37131E74A37CBF,9924.106175173283
Luxembourger 5A49AB08F68AA087CD7E18299CC56577D8A07747,9923.450141776937
ParckwartEfatsum 503431F94FF8FB69F10AD59DE31F3B2C3449D990,9923.122400756143
schimkus E8C12DFDA3AEB6B4FC9005F7C7D407E6F78C9812,9921.214634530561
torrelay01hacklabor 269089755E31E4A56D064C2389D93BF8DF9660DE,9918.937381852551
MLTorNode02 511F66E40495E3B45EA21F0023DF714DB487257A,9917.379883427853
millet 18DF6C053B121F51D061AC22DB4EEC6EC38E541A,9916.37366099559
kollontai 3A55E12D5F4A24C36A630AAAFB763D216202519B,9912.6925015753
SixRelay21 B3760F20BC05D9C32AE4C3CA5D7D57632536C913,9910.475346565847
choiseul 546F084086CC57D57BB54D5FF4BF2A12AACE5F94,9909.186357908004
cryptonanus C7B5E3D50D91EF0F7B6C65A2270A22B2A7DDAC71,9908.82372400756
mine D30E9D4D639068611D6D96861C95C2099140B805,9906.753229363578
boardwalk CEC92F3BE8A2F3A46D3C042721D6BDBF2F40F4C5,9905.327425960933
fiedlerRelay08 62274AC17DCCF4030A6AD8CEBED0C36E7B8592D8,9904.394927536234
4YReUEdN F91BCC34CB3F7D2E9546094712FCE67299082E8A,9903.643115942028
UrquinaonaL1 B415115D005C5943A51657B0F9AE655DB4F99AFB,9903.531821046
WYSWYG 7BE9E2EF2BB41BB662D9A3CD68289B9E3DBF8A08,9903.058207309388
Islay F4873B3EC3325B81DC36C7E38AD3A5ED12B2F339,9899.03757088847
b78f8dca963fecefef 954CC69A59D17EF5ED3EA775711284B92BD1A75D,9894.09625078765
dattor BA481A3C80447EFB67811938DDD39B1F79E1C06E,9893.390359168241
Brexit 837D5EA513DF7FDDA36BE569C646151CDA4B9935,9893.035444234405
w000000h000002 75778F82E06573189429D553EBD8BD3CED8097C6,9890.057183364841
gGDHjdcC6zAlM8k08lX 11DF0017A43AF1F08825CD5D973297F81AB00FF3,9888.649574669185
agx EC30D0CB1E1B4C77B19ECF16B72978A6AF8A4A5E,9888.560176433522
Mandela F1F9D1DBD7E56F99C61C3712D5F4A02153FD9AD4,9886.110113421551
zifnab DB974F92231586D60CDAB3835E37DB48258174EE,9885.999741200829
khao 67CDF7A4D06E98E55AAE595BBEBF38E64C4CCBF3,9883.656112161309
theredbaron 618B7A0FF82C36DB52F937F2B085FC0B588247FB,9879.889098928796
plasmaultimate A6E3FE2ADDE2DC5765E4BCA202F2BB8FE55BAF1F,9879.690689981097
citizen17 2FC5AF795A573AAA973EBFEA3948E9221135ACEC,9879.12468494014
ididnteditheconfig CB83C3661BCD1A92983AD7891D490163D01A5342,9877.019218651543
TripleBfifty 79621D3F36A0B377670B4647C3370635CD2521AD,9870.19809388784
lef42 9E9C5494B70738FE10311FA999872DA6EBE9938D,9868.247715816004
walledRelay1 4F9902391796DA0D7016677B662CA19134004CE7,9867.943367989918
FuckGoogle D39F2CD90A236F94A61B76616B4873329DA77888,9863.445967233774
broccoli B1045E12FA4EA0D457A74013866CB41DC0D290BF,9862.223141146818
middlesplit2019 A5F14640FAE90A95A09B825E6628CC4FC5D9E4CD,9861.969360428482
eclipse11 E90F52D29788BD86B5C057EE23383467920FC175,9859.263153749213
hsjeufh24h6 FF06E7A068A1CA66CE593DCE85E2477807C48302,9857.432419659734
salus 81784560C613C5F81B3C27B68A234E1A0C42A981,9857.105072463768
hsjeufh24h7 37C1D66559D0C7884E3D21F7DEB58C75D79B98A8,9855.464240705734
stormwind 4D52A12D9AD22A7E1BE5B564953A7CA9C31DA675,9853.445494643984
billingham 3B5C6ED2C1DECEB32BF1AD9B7B272F4CE9CE0656,9851.06293320731
PrepreUseless 60685893A57D66562A0754BEE3B6A6E68082C8BE,9849.00322936358
Unnamed 700A3B946C9D1DE603F7FD19C0C32D9239402307,9847.707388153749
j4c4l4 B568135C5E345BAFB080C11FDDF348E545A722E5,9847.171156269691
boxendotspace 1D8ED54EA9DF2D46558AD0096DD5D9DD297F13A8,9846.60452110901
Unnamed 1A43588BBE1239EA896DD06C22DAB20C0C5E68EF,9845.53922495274
Pegase 22D2314BC5146890A8E5C19C884D96C0CBFEAA24,9841.978182104602
andrethemac A3B110E35CFC250DA9F4045A2A76E011424D22D7,9838.98834278513
Unnamed B02854B0580DCA02AF2A6B5F42D624B03BC66D42,9837.8847668557
kricklen 57FC927F1CDADEC93380E247EE949A3787A0DB7E,9833.851606805292
OctopusMulitplier 52E4804A8DB55F79604AC03611226820AEDA1BFA,9832.627835538751
TitounNet 5E114AD608428C23B38CCC77DA22E4CD0C27F2CE,9830.581442974168
fiedlerRelay07 0AA39F432B2E778CAC06F80DA44975385347CDD9,9829.649732199117
tRr FFD32D43308B79EC378BACDCA3552E7AA2669C69,9826.804741650913
uoaerg CF0CC69DE1E7E75A2D995FD8D9FA7D20983531DA,9826.37468494014
Karai 3AF69B3ECCB000879CA1BCD0B36B619DBF712291,9826.272920604915
ChristopheRelay 50BAD4E48646797796107ECF0192178495247202,9826.205025204788
DefiantDaveRelay01 823701D5C4C5D72C3FF533113F25A1922DED6303,9825.109010712036
LasVegasNV1 ACF38D2A79A4AE47A6CCD8011EBB729BF66482AB,9824.583648393194
homeplanet 07B8FC5B66719C355FABF84B4F5E0131E127DF01,9824.55678954001
shrimpmaster FCCCECDC44273C67FB374200138464F38DDF39AC,9821.038988657845
26resistance CF1158FE7DF19DFC8BF845E1A2D31FE86C344FE2,9818.394139886577
tor01hueedv 151CFC36C3423443F68C0563E31321AD5AAF9E2A,9817.758427851291
Toriffic EB19056C03B387B4FC13918A7E7D739439A84A00,9813.588453056082
lowbwrelay 985B4C8293E94FB6ECF5C3C4F126D687CCED7F27,9808.003150598614
VSIFviking1 1F41A5EFA69442AD49635074833945523A7D2145,9807.379962192816
Unnamed 4A928EE3DD54087D7CC7C581DB2A37F3EC8C2266,9805.34451795841
nunyabidnezz C7326E1E665C2E773653C01D49B257A56A4871CB,9796.590973534972
Tor1AS20435 AD1639F47D6233E812A67F98F9D76FF55D1D2ECC,9794.009924385633
FranconianStar 4ABED7005889911128E4F62D40D642A017360009,9792.025598613736
TempusFugit 046B37630004672110525B251E49EDAF1AB4DE21,9789.25354442344
2B D99D156FEAFBCA3BDEBA81958FB110143620CF33,9789.230623818525
BreakingB4d 2A293E4C35CEBFD1A151475D150F742E85209ED4,9788.818683049778
bigbrother23470 A33E8938B2D2C0D118A5AE95A139D8E53697AC38,9788.67028985507
fleischkaesesemmel CF556653E704F7B619E1BBC0AE86A8E2E185A17F,9787.893509766855
948794crazy 1ACB2D005191B6B8BE2E26C021EB0BA1647A5AB3,9771.935255198488
WindfluechterNet BC3FCBB4DA6CFB9E0E07E07292734E24F69C36EB,9771.750708884689
ufm AF77AA5BD924319510F99B30CD0932D32B01B5C5,9768.153119092627
maltimore 7158D1E0D9F90F7999ACB3B073DA762C9B2C3275,9767.964398235665
Unnamed 6A375F013ABAE5C9A0E028A5532282AE2A272BA2,9766.29528985507
prayerfortibet 99C5ACEF5AC8E3D3C4DE79004F3AC649B375891C,9763.20518273472
ThorinMiddleEarth 36EEBB6F8ED3B77EA2F8AE43DE4A8795EBED2AB8,9763.093966603656
makeuseofIT 4E91B66561EE01B1653E1803FE53B5C400D967DB,9763.039540012602
mkg20001 BD439540C7B86367B7F279C9CDD4BD601A850787,9757.491493383744
Unnamed A7380BB43DBFD411B522F5617610D98247ADDF5C,9757.165248897289
DannenTor E168F15D28B5E07C16B825559B3E443E8CBC671E,9757.002441713925
minotorus 7E8BC43AE75EAE16D7EC4676F4A5C355F454B809,9756.002914303717
Unnamed F0015B65503361F30E540193969DDE64E411C801,9751.058758664147
Bundesgebaermutter 15841A96CA5C1171985A9565BF7CDDFE2BF8E91E,9750.47329867675
YouOhKay E6C532D7C7614F19EF809F50AA735054BAB47979,9750.450850661626
dthpulse CBB5AE37E2927A915D70FA71572D2EA203F03E83,9750.12177063642
ECANTor C9FD236FDE28003315BD8C96EE94BC58D85FBACF,9748.637602394454
vampire 09187202C0D732793E2AE255DA7D34E8ED04DF8B,9739.795289855074
superheld 4469F441FDAB256575262B013B44D44B37E4DC8B,9738.331994328924
snap277 53D25E4E5999F1D3F133D0C9874FBE3885ACE267,9738.06072778828
hers 3BF3F0040DAF6E64B61B44568AF8EDE460F57E02,9730.098613736609
Assange003ru C8F402FDF89E5B51D862AD68D8C17DFA5A371BA0,9728.764571518588
satanicGingerRelay C574969F7776F5734CF665F1EC34561A6AF5BE2C,9724.866414618777
bonjour2 BD6FFF1AD5A88A8D43870D43EC4450081B4B2BBA,9720.070100819157
DangerZone 898AA9A17ECBB05FEA4FE7418BD1C64F45D9A614,9719.373660995587
variable E14F6B387A832AC0F50564128B1E2BD409F1D3BD,9719.150204788912
weebl E8D472926B26D5D882092E6027FC7D41695C1E07,9718.177614996852
vorkosiganspace A2062CA4A67E95EAAA22ED9E055FC5E556A015CB,9716.39461247637
zwewwlLV2 FBBCE32E142BE7B5A640434535756C1644BA29DF,9715.823550724639
tantricsnake D23F48B37526F904EECB3C8ED0747EF254C11BB4,9715.751496534343
Nozel02 539ABCC9AF0FD80278E89457A1663DABAEBF81DD,9714.594754253307
EVANGELIYA 82E751497C0CB924B56F412E8692A73E3051DBD3,9713.219754253309
TheTorminator 7FE1AC080E621398EBAA912B725FC7DAB3E48554,9711.960617517329
depwnparty F6DD00F277B741E4F4A216532476D8476B98D96C,9710.1447700063
Tor4tuequeeg 86FA023C676A53637A38FCC78A10D73B4A79803B,9710.130592312538
outbreak 890530C5B510A506F5CF206EFEC1595F96E727A5,9706.625236294896
Zwiebelmett 046F2D59A85FAE693676A87533717C57436261C2,9702.114760554507
kremidi 2854BA71BCA910E513F6CBA0CA8BDCAC6BF5011E,9700.648944549464
bistrv1 F5B58FEE44573C3BFD7D176D918BA5B4057519D7,9697.97448015123
cnsp2 B43409C6A047E50FC7B7A23321102957BAFC3D6B,9694.885318210461
Silverwing E7EF73B4722CFAF0E8AA2151D3AA78701DE5F19B,9694.296156269691
Assange010us BB5630967607D8A8B6CA854AF954FE8372D1662A,9691.461877756776
snap277 5CE76F64F0A3B8881A32B9F7D860FDCE80075F64,9689.3234089477
SamboTorRelay 440805AC6E608880BF7ABFC71294AB8D11E12F67,9685.575771896662
sprucegoose BBD8F4DF8FF5C69A6A989DB8C1EE2CA7ADFE0755,9685.441083805923
ankerman 568583D9E46C68045E2131CF403E48F21DF11F0A,9684.615626969124
BlueMonkey 956CD533B7C331C675D30A50900A2E9777D42782,9681.994565217392
ProtoAES256 237F905E744850CFE3B5108C9112FDFCE8DC05D6,9681.87177063642
snap277 1DE39E1CC051274951073453E0BEB594A1612DDA,9681.529379332074
mcnulty A400CF836DA351ADDAD9BA350C1ABA350264A4E0,9673.629174543164
Leon 29B1F95365A8C4523D0AA9C82D505088428BA50F,9672.898787019536
dude2019 20CE7E9C49A748661E66C747C6E2109CEEAA5705,9671.247558286073
Kladuin 0E8DB49D5BF5FCAFFA433A78FEE34179419D1C4E,9670.80277252678
fiedlerRelay02 B7C23613DF258A97D2F3FAA05ECCE683EF0E9B8D,9669.841209829867
MarinAsagi F98A70E5427BFF111640011F7AE31E537ECF1DD2,9659.793872085696
hellohuman 31C3153263B3F9322B582F4A06E9E515F0338C4F,9659.498582230624
JimmyBulanik 8E76F1F6E8499CCE975C451560586A5F8BF0BFDB,9656.423204158791
geekboxNEO 81893D8444F0C9100CCD963BD0D62BBC50121D14,9655.953764965345
spaghetti 59CA96E7CDA30AB36C597B499C848BD845745EA0,9652.464319470699
delpin 8A0866AACA8DE2926F4049BD7F0A101918FA63C8,9652.418714555766
boomshop1 95D0B345ECC84FD2BF27A33B2765DF5E077ACDBD,9652.072069943288
tOr 9A7417BA401B8C7EFDE24945E18145A1EDA730E7,9640.767643352237
llama D5FAAC4138272BEE29EA4BA3F1981B25CB6B6F5F,9633.220699432894
itandme6762349 D162E11B33EF4D1B8D0CFFB1D2D2ACFA94D864A5,9628.246140516698
sebarmledrelay B7DB0645C48A2F023B35B506DF787DDAABA0FF93,9626.847826086958
m4dn37TorRelay002 FB7F9717BC33B1A39C12B6BA09DB052CC842E96D,9619.931238185254
corsair626 25350509AE9D23736871CFCC2CF80BF9C9AA5D36,9619.141461877758
jfred 208002A5858EA66F4C2B47967BA188A2902B9D58,9614.46565847511
torrunner3345 620DB859CB0F86B02F81919DA10799E71D92762A,9614.387602394456
Eliise04 4E17527A9B27DAC796585C3F371E2676EF86FBCB,9613.185176433524
linss AEDAC7081AE14B8D241ECF0FF17A2858AB4383D0,9611.39713295526
BobsHouseRO04 B1BF289B965760D17B3508E3E48FF5DC8154FB70,9610.387681159422
Unnamed EAA823552F959DFD038E9AC8FA89345A738B6C00,9610.07915879017
galates 502774BA0466D3AE9B7A7A0EA2259CC62B8398A9,9610.028040327661
HenryIV C40562064A8F2FDFEA75CC6FAED47AF1AE058B32,9606.487712665408
sotlar 3A7528436E0DD9675FB12750F3EDE23CF74F4ACB,9606.462192816634
antongervase A4E120350425BAD920307FFA74440F95D0172302,9606.214083175804
bmwanon3 D123C0F8F562804693C47D68C61786023B295E98,9604.741335853812
cookiedough1 592A8B730AB8728F7DC1B4FAD89D086BE319BD27,9603.553008821675
Kobayashi F663CA227B7D2B3C8556F7DDBFC6653A010A2C4F,9603.067107750474
interstellar DA13C3CD7EB23CDFD739C31855658BC5B63841EE,9598.374133585381
trustytohr 5CA12E4E971102CC5197BBB7E55625AD7E41ACEF,9598.080103969754
IceMaiden 1A6CD4A78BC5A4F19CF2F27C4AB32E44C8B20769,9597.70281978576
notanotherrelay D168404FBEECA2AE975172EF7172D5FB52C86633,9595.815374921236
YellowHouse CDB98E2722C77F0EC0A7F5167A92DA70436E6871,9595.07608695652
AugusteFriedOnion C2D85BC549361717FDEFAE89607F4A9DF2D4C0E4,9590.751969124132
ididnteditheconfig B09E23C2597234F6EB494B6EDD7334DB64221FA1,9590.147054190296
SKL9FL 059D9DEC6DD39DA6C086469C89CE0F2C62DDC467,9588.272132955262
bananavillage A6F1CC241F47C1EB0422DAEBB0107C4B9FF0B3AD,9588.029379332072
chopin 953DB709F2A2DECC8D7560661F934E64411444F7,9586.552614996852
torreybus B96B5141004995295FE87DCCE1A54519BD0BB48A,9585.720699432892
danielsrelay BD02F29EC8C29745B10CEEFC39815BB0C8D685A5,9584.45975110271
digitalResistanceRu 841DE1E065BCA8C1EBDC4A7140646F47A6257BD8,9580.11350031506
OpiumFlvour C4336D75C121D306DD4FAFBE33F826AD53FAD50F,9578.289618777568
nonanet06 A8FCDB8C12CDBA4978864613A70B396DCAD4CED5,9577.133349086327
Unnamed 86410F2E75F33AE4A43EB89EC876CA60A4D9885D,9575.102315689981
sqrrm EE556626236B477A40770AACDE5BB140006EFB4D,9573.705734089477
wille 52019DA25F74555F861E8EAB91E7210F5216D1DE,9572.678323881537
TykRelay02 38CC95A8CE92A591D4A5779359BEFFBA13FA1B88,9571.936357908002
Unnamed 5DFC4C203A6D5B9E6709434D4133C3D7FC5C4577,9570.11231884058
Unnamed 4A792A32D1182B36C96D82118246C9E6F27B823B,9568.14784183995
terrance A0F59999AC612315805D50A3E49FC47B601B8D30,9564.92525204789
smalltalk2 860515676DF1DF36B1212E733E5129A0EB754230,9560.550645872716
carrefour D0354E2C21D9C7D2882262FF2DAF35618ED58DBB,9559.881301197227
MaxPower 9DB52F1A7C14ACCFA29A36DC1C40D7D643CACF58,9556.331915563958
YelloSunflowers DE360DC19152932E6076741ECE60A96DC60D4847,9553.508034026463
privacy4every1 CA42D95947FFE5FDBDA51139FAF809B4352EFFEC,9552.853812224324
GibberfishInc ACDDC33428080D906C86357651D12DC49C460F4B,9550.096565847509
dawn EE75559FA80ED10DB1032BFFB06847C32681D6B8,9549.443683049776
Unnamed AE0062979A84BAAAFCDF17AD29385BD36421F5EF,9546.995116572149
wabbitseason4 283312BB249FCB6633A7C7E1E8241461000E6004,9545.858380592312
HopeItHelps 83898A1F6B9CDA7E35ACF23062D5D11392F1CCB7,9542.250393824825
helga 0059D92942DB3B84E52EB4D87E9F7B195CF4D005,9540.40949905482
Unnamed 6144094C00ACDC81B53A6B9D8431B7A98DC1FD22,9539.913594833017
MyCoolNick FAF09B35EB9B890C44C36392100C52B7F2326DD4,9539.233065532451
ATLANTIS A6BBD33695A4E3C4545BA370605A4DCD87D98BEE,9535.936436672968
tornekwi01 E20A99DE17D99F73D888C7D33C46807B71A197FB,9535.57049464398
BaerchenWiese2025 B01BF09244C6B73687BB781C5A9C9E812974D086,9531.193683049776
tulipbaroo D7AC97E2A913836F1704F6ACC4C57F3F64D15D1D,9518.273629489602
gapcoinclub0 ECB19658A16F608C8ED7B3AE44720ADE76AF063B,9517.941950220542
jaquerespeisNode C3EFDAE459692CC22D7181FEF0F0A579156F43C1,9517.513390044107
phillymesh CCBDEB722F6E7F87C72A0FE6FBCBA4A50538040B,9515.26488657845
deluxconfig BC935A5E22F766766142F7F577408BAD9070804F,9514.932892249528
dc6jgk5b 846B3EAAF0C07FF72FC79AEBB11FA3ADC58F240F,9514.388468809073
Champions 83B5DB940A719B67F5BF616FEEC9D8D4F764D1AB,9508.026543793321
rtkNetService 8D93248D77BB152C3D14F6D634166496EEE04767,9507.244092627601
fuzzycat 4ECBF37E4953F48AA02CA30AE929789218B07C80,9497.569391934469
hanktor BBDE12C320FD1C3FFBEC15202F46D5620FC1444E,9495.89169817265
apx3 38A42B8D7C0E6346F4A4821617740AEE86EA885B,9495.436436672968
gorlock 79C674E6C1AC90687CCCF644D24C17AC1E535A3C,9494.327032136105
theykilledaaron B9E7A637B00BBB77853A639CC33245A2FEB8F033,9493.855938878387
MaxWerner2 BABBE7B67010279491A1A0B5CF201B85EDB3D8DA,9493.066713925646
99E50639 9DFE636B5E00586A0385F70354B75493AE96CABE,9487.7777252678
freedom 041E3FCC0262E5AF1AA2EC89A135658C07C0D9A9,9486.05718336484
ekumen 9BA84E8C90083676F86C7427C8D105925F13716C,9484.354284814117
BadUncleSam 7600E468055C59202D4E5C3DCACA7AE0DC9D49CD,9484.222826086956
justinian 83DBFD03B9DA4767BF5B320818AA8031829D9177,9480.408711405167
GibblyInTokyo 7A7070CFFB0C882E507971298FA8DED05EF03945,9479.235113421548
Taste 053F85632E916EF57413009686EB4690F1D990B2,9476.827583490864
yawnbox F4C836A27BF192F3364A67166E8EE2B19693AED1,9475.55702583491
Unnamed 57B6873C2DC362E5A42A809FB5624CDA3A025430,9473.701717076245
ntfshard 771E0824EF82D85E04D80116554111E37F7EB796,9469.682577189666
TheRock 1C84C89198911D0C8962AA65C3E4E6530075396E,9461.885475740391
koume 58090605D2F90D4C63AAD43C3B8A92E438C9782E,9458.551748582231
1rottor1 0D1306392F3DD79B5ADCD32FCAD252C30BA4A12D,9449.482041587902
poiuty F6740DEABFD5F62612FA025A5079EA72846B1F67,9447.160365469439
trooper 260B86A04CBEDE605F183624C2FCA3CE81FD24A1,9446.593651543793
pasziloyrelay 3901AED848F2103B07EF93D50C6F135A483A4E15,9445.450378071833
witlynx E43F9C33A75C75D7A2D82866367DC7585EC01203,9442.557813484562
Raptor 8D1085E818D0473EC693E3B0911FF18741F1F2DF,9441.423046628859
LastResort 01722A60DC0EAA64D7905AD60A3242C6091E73D1,9441.162649653434
ry4an 039003C320D9980E0A740F107A1A9C13C99C5FE3,9438.580261499685
RandomRelay 84A8E41D03865822272F647D378AFF4AC73187F2,9437.71534341525
e3c16ybrNGKxV6w 4686810DCF45E1B46179FCF9CF2A622B8065CB9F,9437.063484562068
seabreeze 35E93A587C3B65B0686569EE373E8BC0507F7E0D,9433.258034026465
gergernet1 DE74E8C4F3CF0FBBCB7E761BB3072050D1D4DD88,9430.104127284183
eceakwer 7BB270454AE6E545EA25463A017EE9A4052C9AB5,9429.119801512286
Karlstad1 EDAF30C58D6CCF359EA062C668C7180A17076440,9428.351370510396
ididedittheconfig E517365A51899F228E99A22E9E4EF59347180F80,9427.877284183996
KagamineLenWoRd F4F92D8B840C2D053197AC3EF9C58F3DCFBB20FE,9422.780403276623
hwds 656347EBA74F6320B85192EE22F805CF50098711,9422.016698172652
foertel2 233ED6C424816D8426CEDE9E59520D55F42CA302,9421.677930056714
BOOM 8D8E090832FCAFEA083BA150DA6D154E365A590C,9420.127126654064
pecurina 61B8BDC91AA7BC9A05EB5A3D652FFF88C98E6911,9417.730623818525
mnvikings2020 BCA822B2CE63AFAB71D9A716EF188EAF2C2EE48E,9417.000787649655
MaiaAlston 7EF6E998564211FB86881FEA2627AA9119BD9842,9409.868856332703
Merlin 091BB38D8A641014A652A36A8827A9E30EEEA882,9405.525834908633
BobTheTegu 590E4836065171B324610EF407B3BD03C7D2850D,9404.74763705104
dustsandstorm C8B34FC319E3301859FDBBC239337081302F898E,9400.855229993702
Assange012us 14E72D4DA10B66353E583F26EE04AC0D563EA7EF,9400.352079395087
WaddennnuunTOR3 DB0A7419B5F7C2E8FF3853E5822BD552E86521EF,9396.993462507877
Hydra11 70A4372ED8F5DDE3BA05A17491BB6032EAC02692,9394.87807183365
Sunworld 188304F96F7DD6F963A558A6AB2CDFC39ABB9A36,9393.87247952111
reb00z 0002CC5705DA854E4E771F240A385567F4A3C13D,9392.691713925646
Dumbletor 454BE75256A4A5EC2B7FE2EB2E1C62F2736AB175,9388.814272211719
larrabee F174AA71E193ABA5521BEEADD5E6F2C8DD6F9DF6,9388.747243226215
RenStimpy 66EAE0A3A8B0E7029F493E48F19DBBB1967A2423,9385.242596093258
PwniesRUs CC5911ACA906B2A2A00DBC38AE5A7F8F7B82A1FE,9385.194785759293
ShardsOfNarsil 5492E760648AABB7BEC08BC87E8F72F55FBBA90D,9383.36216131065
deepspace9 27EC018C807DFA4F46A21D69CD4535D1F30C7B5D,9382.006852551986
Cataclysm 5A127C65B275540A90DBF60F33D55BAF5D512B9E,9378.45211090107
HungryTREX 9DA7EF9E9D6070CD8B7059B8A8CC5B41CEC02726,9373.14461247637
FelixIO 95C6C5F65BFC7C06DDD765015E617853BA993C94,9371.929741650913
Unnamed 1D25C7B2DD3C0BD55526DCF95B175EA3E95D9286,9370.592942659106
NameInTheConfig AA7F27CA8963141E57931796DC2DBFA3AAFD50C6,9369.923519218652
Unnamed 1AAD015F4D885413A2BCE0E58159116901236C49,9368.91816320101
amsnl 22177A0405D28D5AA5D0C35B5C5F35265BE6D624,9363.922416509136
megalama 7B237E6EB5383C8D0852097B6633BAC3FAB5EA39,9363.91422495274
SCggHJTyWbtzDA9YZi 03FF94D9E5001DD2290BC3B19FA7F59CE1E30279,9358.983695652174
stargazer E5112BD6D068483F705B58D25254CA81430BC444,9351.748267170764
BestKorea FF154E0265ADC24FDB1D8BBA34455E324C9FE407,9349.570337114052
Celestia 7D6DC92BAF75F1DE2812C2E1489E912923858E33,9348.946754883427
timcinel 91824956DFA430C071BF6B94B623DF10931D1D40,9344.033790170133
KernelPanic 5ADAA1CEDBF41D4312DFF4D82441B6EC5C355CA0,9342.90327662256
LiveLongAndProsper F27F9D7FC6D46E0F91533C68B572347435797CB0,9342.411625708884
deprofundisclamavi 06AB6E853E8D929F9D60E3A41EF4F97B7CF6FDA4,9338.568052930057
hypergrass E17745C64255D2920D9B9FCF9EF930C426EE4A91,9336.167139256457
WhatsGoingOn 27F3833453C4006DF1E21C6BF62E4FCD8E99DEF2,9334.829552614998
NotTomHolland 20E3B095E8843BB27009D8DB6E4E092CE9DB6032,9334.69502205419
newpitrypia 074064C9A88D3FCDD63FB0FD3E54EF3AA51C70F5,9332.749133585381
M87Star 4B5343E083AB574DB1CFB3A291BAFA908D5B3520,9331.317580340266
chutney 81A59766272894D27FE8375C4F83A6BA453671EF,9331.290721487085
Unnamed 7BD209061600EACBB9B0526ECC27075942A3D4B6,9328.409656584752
pldtor A0F39D32028CEC7F35419E9570401DE15B1B4564,9315.205655324511
5n0wt3ch 4732FA6DE1059F0AAFD58EFF7BBA69B2C2579F85,9314.262523629488
aanetuk 2D47F039F04EEC03EABE484CC017796A0AB48240,9311.37129804663
reactortornode DD808ECE4F2E24F377CBE11E335ECDA196FE3B78,9310.632640201638
Artikel10Exit01 DB6ADA8153DF6B148B1A8843B486E20354499650,9309.534577819786
Aerodynamik01 775B0FAFDE71AADC23FFC8782B7BEB1D5A92733E,9306.175015752991
IWorshipHisShadow 91E4015E1F82DAF0121D62267E54A1F661AB6DC7,9303.585696282295
MLaBnetTOREXIT02 6608B2BC21AFF84BA85E0C014C87821B260E2DEF,9302.458333333334
Unnamed 436C0954A910188044F70389CFA0660B6801853D,9302.09436042848
GetYourAssToMars 63799328222647BE7ED9171FC9FDDED0B77AAFB5,9295.861452425961
cerberus 1BD3B1951420BF0CF9F979B9276C0549EB03892C,9294.025756143668
bereskaTor 3B910336EE67D9422CC1B1BA941AACF11774357C,9293.031112161312
WonderfulAnonymity 562ADB894DFB2B45269DFDD32EDB4FC2D34CCBF3,9292.581994328923
toxic 00D2269DBC1A39D137160789C7B614197DB30C70,9292.425960932578
NikowskiSecondNode 6A7E863117142EFB021D3F296B204BA7C20BCFC0,9291.712271581602
Stoveden578 79C9CB361B10FC154625FCEAC68D933FAFB3E69A,9289.267407057341
iii D00A99BD8FCB054E8BD3EE7AD8D5717C41C55FA2,9287.458805923128
brwyatt2 4E9796481C1E75F75D57E8C1FC8C8ED111433316,9279.012208569628
0x616e6f6e 0020D8A204A81FC8C8A1D79E2324621705DE4F2F,9278.244801512286
tor0cloudhetzner C2063FA6235F3CC4DFBD3D3EEFB921BA4982A910,9277.233459357278
