fingerprint,mean_bw
ididnteditheconfig EE32ED9AB02A81208F55EB9340D1125CF022697D,13393.197621298046
bemyak 60E1587C0B7EA1462B67FC0706C0C7298A7F64D0,13392.787098298677
freep3p3 901CBA6FF3B90618D3FFEFF040353C267F690DF8,13391.369643982358
Cheese2 38E48C9509E18F405749859EEF299EBC1B829602,13389.868541272843
erdapfel 9661AC95717798884F3E3727D360DD98D66727CC,13380.797810333966
MCdrKNe2 C7FF606D59C7F6BECA8A341D3CF11B423F382D5D,13379.708490863266
Friedrich D89267FB10BF625D31FF7687AF7D12B03BBF757C,13379.128623188404
TykRelay08 4FF8ED7C072B5F8EC296458151E6BABBD6BC3211,13378.28623188406
hyp3rion 41E041EC676622FFEE59F56BC75B99CD0D47F653,13378.152882797733
gashis1hn 6B9799132C68759985B4D0497902AD6E043BA37B,13376.490942028986
gricia 4CEB1B698453DB93E59A61011C3CDC6A7C3B64A6,13375.576402016384
zlangtor1 1B90395827F7499A37C73F09BC5AA0225808F6FC,13369.695565907523
theia5 745369332749021C6FAF100D327BC3BF1DF4707B,13365.064114681789
dragonshorn 8C9D006DEBC52BDC636E78314BEC4717CCC436C9,13357.044265910525
Unnamed 0A843245862A05E6FFB1F416A6E96F6F12EE46AB,13356.990075614367
tor4ever20 443114A8673927436BC3F8FCFE6E08B16B1D5F86,13355.232514177693
framboise 7A1E55BF6301C8F9FF9677F6B07D04C0A6327667,13325.427930056712
DFRI1 A10C4F666D27364036B562823E5830BC448E046A,13325.057262129803
Quintex17 C5A53BCC174EF8FD0DCB223E4AA929FA557DEDB2,13324.788358538122
vott A6EE84C384BF2932433322940E3D22E69583E941,13310.10050409578
elektrobier1 9171101E709ADE5881F5E2CA1100D4044B44263E,13305.09002835539
tor0084073relay 74DA18F45DE195D9E920B0EC10BF6958E44B0CEB,13302.738185255195
FoobarFritz 1852D84B0341845F2BDC2CCBC673E9D42307A111,13296.175803402644
Precious 842B1F6C4B9E41FC9059DF675C5DF5BDA9F0FC73,13295.061436672966
zwiubel B0553175AADB0501E5A61FC61CEA3970BE130FF2,13292.810354691075
eierschwammerl FEDF4998951A750D5D7974DF243035499E84882E,13289.998345935728
Magica 17BB233A2BA8A8DA7FC67F27D960690BC68529C2,13289.777961562699
zmoe D76E4FBA0DC6F27849189C1F9DDD61AE340C1B61,13284.436249137338
volodymir FE857C3043412FD5454ED5FEF55C4C572E5B70CF,13277.981017643353
TorRelay01 96CAA917F65BCD62CECD236F67652BFD7C69E52E,13277.50960932577
theoks F29E42B4C9B32AAA4EDC72A666349ACBD183BFB8,13277.499212350345
atoratvm 9737BEB02DB9FE6A89F2A022081FB7DDAC751AEB,13274.541509136738
calu 2AFFFB44D93B2F066A6853FA199FB7BEAF3C53D3,13270.975897920604
sutek 3C5807FA5F6E1FC5BFAF9CACEBF6E8B5DDA7895E,13269.840343415248
RocklinTorRelay C2FB346ECEA48FC980AD442BADB7CD10E14E53A6,13269.692737870197
JdMtOrReLaY2 EBE76802D098FF6FA226F60C2D0B0C098F367AF1,13266.13571203529
Innominato 5DD5FC94EF58704306C86A4AE2441F3D9F907919,13260.45344990548
TormyyrFI 8EF748FCCF1A9E2B9651DC6ABD921F8EEB24FA73,13253.534814114682
HaveHeart 204DFD2A2C6A0DC1FA0EACB495218E0B661704FD,13249.307498424701
verrueckt 513753D2C4A1246DCC21241C5BE5022CCBD2645C,13246.972668557026
s 155130216FB01F33C1F77C1AED957F6237D46CD5,13245.482356647768
dannenberg 7BE683E65D48141321C5ED92F075C55364AC7123,13237.199196597354
artikel5ev3b 195712E96FD1C1B18D14D09E9E4E7A6416E23B2C,13228.936121613106
pbx CA0F5916F21477EAD36E53FD7A3D0EEA5FDA2FA6,13227.523471959668
black 0599D174A0C5121260979588B70CB5483BE531EE,13226.453922495273
TotallyNotATorRelay 6DF3CB51E19C8562B5AEA4C57ADC1362A793EA70,13218.833254568368
4istheloneliestnum 790FABD5184E98F89908404233364C940A4881EC,13218.143588531822
Idatha 2B1BB2A796C70D7DE596FF9FA0CBA48F12994C4C,13213.851685570255
cylob 161DF56CC7806517250080B05499EE2B14DBF4C9,13213.480151228734
torrelay2 E4B4D728359B24F7E5BFD6C6BE0D08ED38981140,13211.560097668558
cloud9 39EE3BAB3CE3E46EF4B44DC51B6CEBD270FC5865,13207.89445494644
Hydra8 7716DE8030A56A80080446E0CBC59738605454E6,13207.067501575297
citizen17 24E1F0A4691109DB2CD6AFFEA2C448D768ADF04F,13202.44281663516
k0nslNET15 017B5E28AB355A49DE6FAA7B12332D3CFB5FE7D4,13198.876575299306
d3xtor 506763994792208999529D03C016774C814386A8,13197.328449905483
doloop AC447135F0451E586ED3620B303C03463788B79D,13197.082151858853
Quintex16 9D21F034C3BFF4E7737D08CF775DC1745706801F,13195.64075299307
kyra DA7D0E27B08F032C7663B58C32085E2529CBCDA2,13195.560727788275
BeastieJoy64 8CAA470B905758742203E3EB45941719FCA9FEEC,13195.171471329555
ten001 49B14678D418261D621632B1DDF58CC74CCA76E9,13193.063169502202
fr1xtracodews 6A565E2AE08109263C8098E9A22C74E85E86D710,13190.413909892875
geri 2CAEC55A7854FE3CB37BE80328086FDF89E082C4,13190.161783238813
okeygoogle C21A13CBE7D0DEFCC12A90413A14A05AD9C3E2F5,13179.18029300567
smell 96A116FE3662C70E02084C7B6306B88C5CA9E3F6,13178.63957151859
BarBar 20C7B025656462B384CEF8E464D9008EB0B7A8F5,13173.896424070572
ibibUNC0 7C0AA4E3B73E407E9F5FEB1912F8BE26D8AA124D,13167.774102079393
Unnamed 8165A8524E9775AFCF346CD3BA4089454EBF73B5,13166.24259609326
r 06BBEAA6F73759A1795EB461D39D2AA168F305D1,13165.729127284183
Albis 0BADD9510440C9BF3A728F2CB630836FF98142B2,13156.117517328292
nanas 7EEBBFEEBEB70F99495FBF9F5321A3E2F7A628E0,13153.360507246378
StopFossilFuels D210BF09162062C05E931F71BAECD93DD9102F1C,13151.192265280406
StarAppsMR01 0B19BBFDC498CCEA23027B1D7BD8E20121B95E60,13149.631143667295
Unnamed 4C8A78E9572ACF689615606F3C8253DFD889E699,13146.704080025207
kbeb6vqsa93r 7406D96722FBFE1D9B1AB432BBBD705D81CA7738,13142.179584120984
LittleWhiteDragon 97B588A598C62246E7FAC1D48B1EC1AE534BC92C,13138.34948015123
papillondesetoiles 1293F499B75D041BA28581C9A0723CBC9D133973,13137.327110901073
Unkn0wn 2FFE5FAF70D20E76B0474AE9E40C2A0B53F8D9F0,13133.338768115942
bluediamond A0A1DAC41CE4C90A69AA0B2480BBDA667A607FB4,13117.047337744167
anyname 801FC54687E380C226D35CD7DBBF73FCD442EA6B,13116.65934152489
Dementor CF9F7111864843FA82F19D8BBB5D1D36D493EC00,13116.363185255199
Frodon22 5E2134CE8D3A3B7AA5E597B8EFE3E659B03C02B3,13114.578764965345
Quintex18 155D6F57425F16C0624D77777641E4EB1B47C6F0,13112.49645557656
FR1sevpsNET 23E7EEF9D1A0FD80799216B970EE7627EF050BB7,13111.676118462508
UenoStation56 B7F60A81737CE635E751C5BCA67BFD20DAF2615C,13108.006222432261
arpalord F1B1E1267A9301244120EF7D47CD4174FD94FD60,13105.41288594833
theia9 C36A434DB54C66E1A97A5653858CE36024352C4D,13105.402173913044
apunkt E9B3A2F0DA44AEEC2311273909C2627AFF783C5B,13096.848771266543
freki C8AB1B2AF0CBAAE3611A814B4C7D38DCE0CBFEB4,13092.818683049782
LechWalesa 364E18848469385C5948376FAF778AC61D4CFB67,13092.700535601762
Unnamed 86568E9C32E2F82BEA213A59C82441F18B22C60D,13092.610979836169
luxurywood AB3227DB470B17883D24D830EA84EBFBDC7D5815,13084.120904221805
devguardianproject 4340B1D4E9118619F97DB0E54D38ED919E11C7B9,13081.352473219913
fluxe4 EBE718E1A49EE229071702964F8DB1F318075FF8,13073.490705734088
SlowBison D6C149DD9C7E665E92E752ACE796C3FCFE4ADA7D,13073.23889413989
CheenaTorRelay1 8AFFEAE2A917D35C4E98395F5F3BDC3A55472632,13069.484247006934
peep B7D773E2196DB5B4129D3C050C063DB0F8DF91A5,13069.42879647133
dragonhoard2 00E1649E69FF91D7F01E74A5E62EF14F7D9915E4,13061.26693446755
pangea02 E56F07759E704C4F53334E161066F12FAF7F7C97,13060.699354127284
celerity 7DEBD093E2503926C3027AEB0C030A1A88562A58,13051.99779458097
bauruine65 931F7D7B102C87D02B090D03067AEB1DE3D02C94,13049.110034656584
lebowsky BB03606050B577B503F4C85DB3D4821A242D9A8F,13040.594124133584
luraleen EE010EF80A27AC0B02CDC2B8B214A6201BB02D2B,13033.508349086325
Xavier 44BD70C13DAA7513D6F47773804178B009F21ED5,13033.197778827976
DreamingCSPeirce 48E5377E5C2DDD95ED6ADC8D89CE8D830ADEF0FD,13032.901858853178
Assange009de B8C7D56B7E87B39BD0878C5D1D69130596D0BFAD,13031.830497794583
TorOrDie4privacyNET 9423A72BBC8B5C6AC9DE9F57735EB2B08E4156E8,13030.205182734717
Tintenwelt D8F642245FE5A0FA4A0BAD1EF6D87A889F937A88,13023.542611846253
che D5F2C65F4131A1468D5B67A8838A9B7ED8C049E2,13023.042139256459
ntppwguy DC75EC1990E018B63A4DCA2863DD7FBD8C59F3FC,13019.149968494014
darmok D7D127377E3C6C97BC09B77209A9A0C4E30CAD6E,13013.802930056712
formica1 71D4163D363E83AD04F2FF52594D249E2B5BA4B2,13008.395242596092
Hydra13 B195F5E276E71AA9270A65F8BBE27B6210041EA2,13007.320022054191
Xiu9ahR6 0CDFA6C467A4EBEF0D8BFF209A5D557DF44943CF,13004.273471959668
torstrom 3020812CCC7A8B5DFEA8870F0598B7065D073DFD,12999.787570888468
SchulteTorRelay001 1841CB960128806151B61FC6D87AFBE9A98B99D7,12999.753859483302
Squarty 431627D8F6E8C2FC2E04BDFE5AEE33E4A8817445,12996.738342785127
blockchainsociety D3B72ADA2F3EEDA2BA98F645D620CA1C4060AAF4,12992.966131064899
grezer2 A40126415458363BDF60C4D066727982B3D41ECC,12992.555371770637
TykRelay06 F93D8F37E35C390BCAD9F9069E13085B745EC216,12992.091997479522
geay 7B7BE656C316EED555CE9CF68D44CB5014767881,12988.904536862005
Fuller 8967D7B73377DDB0762CB747B3F88977BF3B3D33,12985.225740390675
kalleponken4712 E9DA0278EA0FF80AAC8E65F0D7BAF5FA8F6934C3,12984.460066162572
ElToro E2C6AFE3A347B14CF6382A5EA8C63B50F7C4791A,12980.649023314429
BeepBoop 98A1CCF62B5E61BD6E2BEA573569BC971FD50EA8,12980.346408317579
Maelstrom E43751F97A468C39FDA95A25B384420F9382B1D9,12973.037334593571
Libero 30C19B81981F450C402306E2E7CFB6C3F79CB6B2,12972.448093887837
Unnamed 9126EE6AAF68323052B5747D2BC739EFE7318B44,12967.288122243224
fordmaddoxbrown ADCDD680C0D726E6291244D9F21083AEF2763F7D,12964.897841839947
jivin C5A6FEE5BC3BE19F5B9EB086CA95DAD393D8A4F6,12964.4643194707
Stinkyfeet 81E0F62FF2687A96A1E9C4C91E0F0676276338DB,12961.819155639572
freeInfoFreeSociety E9D6098168A46BA9AC90725B514C786E2B8BEA6A,12959.911546943918
DefconPups B65CC2B45CE9C934D1E1254736166D6AB64C2ABC,12959.32766225583
PfpNetworks 8DF22EEAAE24835783E0581FB2C7CFFE80A5C070,12958.871061751734
JimRelay1 B747FFD3D3B17D44E638F5E877A07B5284C9A064,12957.021424070575
torberrypenguin C2A3F4315DEC7F4E31D18818E1002B0C6A2E5535,12952.742123503465
tollana B84F248233FEA90CAD439F292556A3139F6E1B82,12949.756222432265
TorRelay0 542A740A727C44D6F5BB204A1C75C8FE6B8FB373,12942.584593572778
polrelay1 5D12096607EAB7FF8190D6CFACA3AC3798CE05E2,12923.60081915564
UnivUtah3 0CDD60E4015EBF2C3B5D32A2B9CC8FE6C98A5C33,12923.324826717075
shooop 5A54783F0E26A1CFAC0D2558D3C027E793E1738C,12920.566950220544
GuavaSpace 9A5299A6BB8656D988EDDDBBBC51736EDD3EF434,12920.493541272841
king C980AD9244037589B797827EC20C42B011270CA0,12917.62602394455
dreamwriter B536B71A1F5599C39FC8B1915D2EBE3A0DEB1403,12910.328843730307
Unnamed 92DEDD737680EA8F9BAD297979F48178DBDD38DD,12908.213137996221
Unnamed 49002B959711106EEE46426C955FD847AB212303,12900.222904851924
mipartwest 3783AA6704AF387C43AC435268681ED5BFAD7653,12898.35404851922
androidd38589bfe28f CA99E68B7D90A7E981D60350037E7C9991C89ED2,12895.72117202268
DeepThought42Bridge 7DC099E84AD8ACC12DE92EEF2B1A9052B15D0AF1,12889.605387523628
circusdirector ABD66AA49B7590CE28EFD863A75AA3F109E7E33D,12889.074826717078
meinegte 862B77FD0B50D7EC658E3797BDB93AD8EF7783ED,12880.77032136106
CalyxInstitute21 70ACA07D9276277B82E909C1439E19CCA2FB16CC,12878.991650913675
Lorax 02A29A2F958211F9BB5821153296EFFED900ECC6,12877.663516068054
Acrolepiopsis 32B1913ADEAB0EC6D87516995D755D7D5A44FE56,12876.330970384375
ramstor1 AF475359500A11B48E11561CB282955DF7AA15D0,12874.630513547572
tryler D8EA105E79803FB0040A8C2A676D93DAEA2CFFF0,12874.192895400125
OnionOnion123 B32B93C90DCAF0012328A8D55D621D26B186E11A,12873.82459042218
unnamed C3799054BC7F0D201FB7C0F9DE31BF1F3D868A37,12873.529536862003
ZapekVixen 8279E4479FAEB5E532DAE53F31760AA1A9447044,12873.44604599874
BabyOnion 1C7D71A2581DE79C5CFC4ED1FF75D5BE30F01BB7,12871.87397605545
hasselba 6B2E1FF5B2ADA3B1950A0EFE6D22FB09E846EEE2,12861.871219281664
MLaBnetTOREXIT01 376D05529B901794B60D9297FA104E8187F7F437,12854.980623818527
angeltest8 7AAF5597B18D82CC90CA95FB7976A1CEA4A32E06,12846.960696282293
TORKeFFORG 1DFB1135088658EE9D4D9B272BE15E26176AD052,12844.62633900441
Serpent E916F2ACBA67EC57AFAF450AA84E528308835418,12840.732120352866
max7 102EA149211F490C122CACC4054F1BC6A8503EB4,12837.948093887839
Desperado A13281DBD8F8E484E95DD273B3EE7FC14C1B0A7A,12836.020793950851
Cosworth02 E0F638ECCE918B5455CE29D2CD9ECC9DBD8F8B21,12827.680923125392
UnivUtah2 5D69A77423FE3D2A3CF09A015CED9F0A7B9E38D1,12824.902804032765
king F9B2728E6BF7C1AC36CD8960679C3698AF3F55BE,12823.53520793951
Alphator 44DF28B1520F0BE67EEA98F0CE9A4C5F2BFA8803,12822.479521109011
coffswifi4 9C5AFD49AAE4E0272BAD780C6DD71CE1A36012A6,12822.430056710773
RedNet A4A6FFACED78B8ED756A9CE14B67B743068FA6F2,12820.045289855074
torpidsDEmyloc3 ECC17C0BA74113FB7A4F58DAF2FF1EE23CE5DF06,12818.976055450536
hotelbloedel 12B69B0A5324972FF321A032D3C1128B90FEC0EE,12818.191477630748
BobDobbs 7EAAA9A9A1B0B834B74C60CDBBCE306CA7F91423,12813.735349716444
nyanlay 6AB602806866C64898FFF1C2ADCF18BD80AA9A0C,12813.690296156268
FuckTheNSA 157EE45A120A9B2F19673A80401BCD163EE61B45,12813.487712665405
artikel5ev9 FC077C25B8DBB3132D397D7DF03C92BFC14C9D76,12812.587744171395
FreeBogatov 0AAF0B549639B01EDB6E190C8551EDC2C8EDA2A5,12809.98141146818
FuzzyBoots F27CC27E291D45E484AF03F54D76BCE9756486C4,12809.325299306865
dupa 1C04E53EC1EDF4395408A6E01AA0477CC8141B29,12809.136105860112
slashcrypto D777D31F95081D0F7223AAD5F8A74977D524145D,12805.972195967235
Fuckthahelloutofme ED2BF11CB3C0205CADC94596DC688A5153FCAB35,12804.501890359168
rymndbjcyirjoytu CE49F9329BF118A1C1D42015375AAD29844F9307,12802.574747952109
Janky380201 03F26766F14B0B7B5D22461083807D313429A34F,12801.812224322624
MUSCULAR 8C44B7E4C77EE034314B52E0B509B13D55E6ECB7,12800.688090737238
Martell 8F5ACB40B42628045E6D8CA4CB103CDAEB112A3E,12800.399023314427
Artorias 5170720E954090E628303EF1F3BAEFDAC4534791,12797.778985507244
newton C871C91489886D5E2E94C13EA1A5FDC4B6DC5204,12795.107829237555
AlekseyNKrylov 1C24A2669C7E0D62B2157B95F56ED00EE307C85C,12791.763862633901
Unnamed 1E85158D31CC733306D2BA3B551C0E88ABA662C6,12788.400992438566
lftor3 9F688C46E0046AD2C026C18D9343252279E42535,12787.056395715186
M5 16BB0A28C79E7700E73C068C68F3366EB552424D,12779.492989918082
sauronkingofmortor 2D8AFA912E2B8623BB2CDACD19332209D524D1A3,12776.364760554507
Quintex15 9F2856F6D2B89AD4EF6D5723FAB167DB5A53519A,12775.25559231254
orencioretamar 380E69EDD02DECD323B5686BC58A616C092FE3CC,12774.699275362318
turnt 038C30D2AD053147C91EFB1291527ED621D7D1B1,12774.603339634526
pingo F4249FE946F93C1B9E74B070394ED46126B4426A,12772.382482671705
yuicat9 9CFF0DEF480A269FF1D9CD717C0AD4C53549CE7C,12768.944099378883
bikerduderelay 262DD26E371DC02A2FFB0BA7B28FCE1AB70799BA,12767.341761184625
mymumisthebest3 E8933280866253B6262EFC8D830085C28557EFEE,12765.999369880275
TorOrDie4privacyNET 6D6EC2A2E2ED8BFF2D4834F8D669D82FC2A9FA8D,12752.990469439193
kr3pper4 01F4BF8FB4350A690F221E3A83F53037836FE013,12751.859562066793
laukur3000 ACF7FD5B73681BC01BBE8176C63E4675B274111D,12750.442265280404
Quintex20 7FA8E7E44F1392A4E40FFC3B69DB3B00091B7FD3,12747.639965343416
natividad D23641FD14EAAAC2FE3795BABE714EE65CCF2DCB,12743.327425960932
tomkai 32CD76C8D7D1D4B620FCAED00B2BCCC574F21E53,12742.704473850034
TubularRelayPiersLU 31DED1999C3DEE9DAC148B7C95A13AE09F30F4B0,12742.006064902333
de0akatala 6ACAB4394A94BBFFF391497143E3B49C84798672,12740.85452110901
Unnamed 8885EA6F74A694825B13B8A7080F6CF164DF74FB,12740.785050409579
nonanet04 AA753FB1A81E1AE483F19F446490C000943678BB,12740.149653434151
marcuse1 EFAE44728264982224445E96214C15F9075DEE1D,12736.099165091367
Quintex14 1DB25DF59DAA01B5BE3D3CEB8AFED115940EBE8B,12729.94856647763
Goliath 1E03D81C9744DE0E3C9DE6E6FBDF1DF9DAEA5AFC,12728.019139886575
houmgabot 8C3E6058E767CB11F9CD205FDF0E2906C83BA923,12723.533396345305
FauxRealRelay 94FD41BB95802322B6603C6EDA127F9F239A90C3,12723.30229993699
horriblefarmhouse 9B2258659946A07859599F7D361129C4F912824F,12722.861925015752
ChrisSellsYourData B2DC8CC5579A3F85121C1AB4A6C3AA38B5B0DC3E,12719.728654694392
MrDetonia 02928855BFAD787F8B363F21860D1E7D156E0655,12714.633585381223
StoNet08 459310E0C3A72CAACAE10BEEBB7484D724C9C8C0,12713.445888468814
Caspar D1DCFB4EDCF3440D537B235729970D28EDBC6430,12702.592942659105
dc6jgk2 A60697FF383EEEE2E88505DD4E305C07BF326B11,12702.413201008192
dragonhoard1 24A17A4C1FA8C2108ACDE3BE681B0731384BF3A5,12700.441871455578
UnicornRelay 87987C8B85AEB73A866A67AC696114CFE27E7E77,12696.298125393825
HardKitty 15CBD7508DDCBA816975565787D38403BB32D40C,12694.365154379333
Orr CC2A573E9049FEF0D3982627C28B87CD876CA628,12693.620352867045
ubeenhazed 1DCF836305FB953BAAA19D4BDFFE9D2CAC8057D4,12692.692028985508
torcow 73A62B590CC4F290D068FA20A12D6408A0D8B60C,12692.207939508507
cauldwell 059208418A85DAEA537027F54AF9DB8A01AFF381,12692.108301827348
ForFreedom A00F7E0542267DC58BA0098322505DF5D33AEBCA,12684.469202898552
Relay12345 F0C2060001CD477F6A0959A27913458F5ADF3CBC,12683.958963453057
TheEpTicAu1 BA9FF4E8B440CA7233E140CD77A71C5312A77BC3,12677.997794580971
Ripley DC4645C2288E58799F4B8F6AC04B58F47DB8A43D,12677.828213610584
BlackBox 1AFF59F9B2579D78284EF7173A183F34086D4B56,12674.996691871454
thauriiya C0E4463B53F33D3F26D1127C886EE8FE5E35FC3B,12674.511027095148
dairy 2CE2DEE830B954EDA3A6BB57EA7420E0F5EE3C13,12671.903670447386
Starlight 0D8877392F2FF5AD8D8E5BC438087F02EF97B904,12667.14697542533
Assange003ru2 CD5316A75554C2DADB87EF3624E95D848C309CE8,12662.517013232513
Doedel22 8FA37B93397015B2BC5A525C908485260BE9F422,12659.02551984877
redonionring 318CB7FC0EAEB92311EB51B5B78E3CAD45EBCF21,12658.008900441086
vercingetorix01 39F2399060248FD37FEE9699CFDDF8345E96BA6C,12655.99944864524
FlashEagle F3889E2C68A673848CA9094F6F4A3653D7692109,12652.316083805925
fak3Relay D7829A21726220AF77401BE5B2B132963A0BE82B,12651.511893509769
roTor 1AA679820F549A3C922208CF6B7E0B4934F0AA0D,12647.787728418398
Cheese1 AE17FAAF8F302A506AF2167666EC62882804403F,12647.749212350347
jordandistantwinds 5D636536BF7B871567D182861DA04F7906D677E6,12646.576165721486
oj287 CD052DE28C5C790D043C96571A5E66B3C2ACDBEF,12645.008349086327
gerty A0D074E05B8AF09D1605AA97E14DF5C23832EBFC,12642.832073093889
bonjour1 D80EA21626BFAE8044E4037FE765252E157E3586,12642.04859798362
finTor 2BAF092E8667C00CA3D9686C76D8EC3CC6BC7C5B,12641.808049779462
Debianer F12601F4B7009DCB1F61A14467B0CA4A608E769C,12633.921392564585
Hydra15 C72E73566CB3377AAE5849F5926AD660E4AF82A2,12631.833333333334
FrenchFries 8BA1E6D8AA08F425B81DCF40310ABDBFA54B095F,12629.307419659737
asfnutt 529CA3EB08AD6EC1791B5110AA3540A4CFA1197F,12627.93501890359
BORGSPACE001 D76A6BCBDD34AC67A0E5277CB4A296C24E2534F3,12622.157844990545
CloudLink01 DEA84F08432800346BADB35F1EAC1B2A4D5B165D,12613.196754883427
Unnamed B02D37F055BCCEFA8F4FA055D0DB3F5B88A77EDA,12612.991335853816
anonymous 683A42EFD4D650B8398840A3A19CA39CD961C7E2,12612.741099558918
kumakuma 1F037215FF7FE4710BFD0507AECE33C3A7CB6277,12610.18777567738
anonkaisx 8646226690C1D4F2DDC3021F89909A26A8C32A27,12608.809703843732
Gromit EFD258F21A1FB5F8C8065AF2C438CF151CC2D601,12605.737948960303
J0nxy 8DABF042892435C9BD2DAEAC676F6BBB5018FF18,12605.192580340266
Assange008fr ADB98B27D7A3FB5732068FD23602A1BCB3BE9F38,12601.280718336484
Aspasia E759B29A36926531057C0109368DAFEFE2D90795,12600.721959672339
IX 1ACC59D220B7476FF7B810C005CD6BF1122CB96E,12593.326402016384
clicker2 1A48CACC30FC06427103CEB38C4132873187E7DB,12593.294659735351
relawer 9B758787B08FCE20A4C583152F05085E0885F6EF,12591.942028985506
citizen17 F0EEBEA2D9A5A2742A81AF7C300FFB98F6D09B7D,12591.246534341524
Hydra7 C013F6A7A2297FA4CD00D05EF4A1C5222B844B25,12589.433286074354
VMHosting830m 61AF790EF78C2D73C8E3D8E2596D42A1AACE1359,12581.894612476372
bucko B655A20F42D940D9AEAF20C7C9C2A33453F2A1CA,12581.627362948959
JNode E197211C395AF5EFE4449AD250EC83BD6B62C37D,12577.57577189666
fiedlerRelay12 B401E30710C7623EAC3F1AF34684335E911EBD2B,12577.214240705734
Imonsay FD09DFD4E2DF462927109A09D1CE03A91020F02F,12575.839634530561
okamoto C7D67C945AE18A7F53299E30A284E0E3BC9E4309,12572.91123188406
moomoomeadows 1A3ED2384E7F9296169ED03BEED536CDD1F3DC44,12567.726370510394
librarytest 8FC8CA09759EAFE3DE1D5EC4D8C926B2376463CE,12562.494565217388
torpidsDEdomainf 231C2B9C8C31C295C472D031E06964834B745996,12558.876811594204
UenoStation58 D0BF6A6400081DA6031536ECEAD59F79BDABEB65,12558.439823566478
afoosrelay 1145A39EC0CE18834E67D2799E3C5D87453C5EF2,12557.914461247636
etin 1EDE36198865B97C22D94D94E4097C8BE963C33F,12557.052142407058
lftor5 383882E740FC9214A21A60E8D4B10A220272113B,12556.713531821048
GreetingsFromNL033 08492A9ED1AEF62C56D783A42E827BC220292B19,12556.278670447386
TOR2DFN01b 2F09BD6D9A2D5A7D6D26C17651CE8ECF0B7BA257,12547.386735979837
cadbury 4EC87AABE9867796D26CD4B1D2A0682401807280,12547.380513547576
bwRelay 1733D57AA16D2E9E5A448DA607FCA5FA989E4F4D,12542.828922495273
DigiGesTor5e4 8C25BA134D579B8AAF420E01215EB2CF06AAE907,12542.779143037176
Felicio F15D5DDA1AE29187F3EFA722F1EC1A47FE086CC6,12535.240233144297
PANNEKOEKEN 1C6A6A442459EADAC06D3556D6A39718165B4952,12534.895636420919
TOR2DFNrelA 12D552E8AF7AA2B71B218B5BBF6A5FEFA6F26BA0,12531.89831442974
SicceggeOrion DC6A66B14183CC376E89279FBA40FDE8249C440B,12520.903040327663
beastiewhale 4C3FB42CB9F05C217A2599CE499B2D8E6B073B9B,12519.636105860116
ori C793AB88565DDD3C9E4C6F15CCB9D8C7EF964CE9,12512.47321991178
stefn 4FC65A8EA05F05535674BB2065098FD407FECD22,12512.101921865153
shawnthesheep 356FAB6EEAD538BA2124A7AE7FD55446794A3E89,12510.11247637051
CLOCKMASTER FB3720439DF524B73544CB41DFED880A2102F8A7,12507.129962192816
yuicat0 BEF65D2CA651B5E484BB0E3DA31DD192935FEB1E,12501.488059947302
Gargoyles FAE19F64F4C3B5351D95D1794CDC6A6AD0C8CB83,12495.620116572149
StealthSTOSE 7C543291264A1399340AE2C4AD2F900D8FD11AA4,12494.634373030876
FRANCKENSTEIN 708C055277D6C11809474843A2785909BCB60E4C,12492.701795841213
themis F1E6676A0551B4D88262536FAAB488B861AACA1A,12488.90784499055
Tommy69 EEDF0AF1F892C82F056063827B47283CC9AEAA41,12487.628780718336
MaxWerner DCE8DBF94576272AD10D996C9AA0794A4567F304,12485.999212350347
Unnamed 4337694E3680D78EF6EF56545057B75180B8CECA,12485.693289224955
torrelay C577C56EAD654C829D1FF2F86133F89A1A59AA89,12483.020557655955
mirrorfdroidorg 2994CD4417B3BB69BC1EB2BB9926AF2ADDA52EC6,12479.969911783237
REDACTED BCAF99715C9B67FE0988DD7C4B07E262E898A0A2,12470.80765595463
Sriracha 9C66AB3B7D9DDA2EA81AAF51BABA6D4331DF9592,12468.333963453057
eyedideditheconfig 64B5967FA7E0F737185C27A91BF1CF074304963E,12462.538437303087
Goetze3 149E3D457E089AC49D55CA96415BB5A8A351D2AF,12462.419265910523
Richie 5BB51E650366D14C95027DB2F1D7A69BC5B00676,12459.685885318211
ustx01 F78ABE3740F5C0C941D559C6555B5B8240037ECE,12459.523393194704
myNiceRelay C2E3E1A73D46982994551380919F08EC5021A908,12458.071991178324
BeastieJoy65 79D9E66BB2FDBF25E846B635D8248FE1194CFD26,12456.044344675489
TorExitXYZ 3D4723B696C5A7483B2B74FCCCC3DD7C31AD1A76,12455.42320415879
ZedIsDead 568E434F725B7828D17EF2B33C2F5CC84F18FCE3,12453.137287334592
rofltor06 F741E5124CB12700DA946B78C9B2DD175D6CD2A1,12451.257561436672
BeastieJoy61 CE47F0356D86CF0A1A2008D97623216D560FB0A8,12449.694785759293
tormachine 4A3B874F0187F2CF0DA3C8F76063B070F9F7A14F,12445.430923125392
darmon 29FA511E67A31A1A874AABFB2B624AD122AE4ED4,12443.789382482673
TorExitMoldova B06F093A3D4DFAD3E923F4F28A74901BD4F74EB1,12443.618462507873
Zenith 9649FD4B607CE2663D82533775C1F9A3E473EB8A,12436.474243856332
merula 71C7D2AC5C0346AE3757FE3CDB3836976B85E96C,12436.410522999371
poseidon B79589355A41880DFF82F5225F2940437CEDE925,12432.052299936986
