datetime,relay,rtt
2020-03-08 06:51:39,06BBEAA6F73759A1795EB461D39D2AA168F305D1,72.86753675518494
2020-03-08 06:52:00,06BBEAA6F73759A1795EB461D39D2AA168F305D1,65.54459300744962
2020-03-08 06:52:21,06BBEAA6F73759A1795EB461D39D2AA168F305D1,59.31978609315361
2020-03-08 06:52:42,06BBEAA6F73759A1795EB461D39D2AA168F305D1,55.891194537020624
2020-03-08 06:53:03,06BBEAA6F73759A1795EB461D39D2AA168F305D1,57.02696842447282
2020-03-08 06:53:24,06BBEAA6F73759A1795EB461D39D2AA168F305D1,62.94470193013753
2020-03-08 06:53:45,06BBEAA6F73759A1795EB461D39D2AA168F305D1,71.10531949070112
2020-03-08 06:54:06,06BBEAA6F73759A1795EB461D39D2AA168F305D1,77.04478413892029
2020-03-08 06:54:27,06BBEAA6F73759A1795EB461D39D2AA168F305D1,77.09533767937259
2020-03-08 06:54:48,06BBEAA6F73759A1795EB461D39D2AA168F305D1,70.88256945235787
2020-03-08 06:55:09,06BBEAA6F73759A1795EB461D39D2AA168F305D1,61.56888901682797
2020-03-08 06:55:30,06BBEAA6F73759A1795EB461D39D2AA168F305D1,53.80097626663495
2020-03-08 06:55:51,06BBEAA6F73759A1795EB461D39D2AA168F305D1,50.981814487030334
2020-03-08 06:56:12,06BBEAA6F73759A1795EB461D39D2AA168F305D1,53.554703653775846
2020-03-08 06:56:33,06BBEAA6F73759A1795EB461D39D2AA168F305D1,59.096266110975996
2020-03-08 06:56:54,06BBEAA6F73759A1795EB461D39D2AA168F305D1,63.997392802970644
2020-03-08 06:57:15,06BBEAA6F73759A1795EB461D39D2AA168F305D1,65.65539795014038
2020-03-08 06:57:36,06BBEAA6F73759A1795EB461D39D2AA168F305D1,63.83057280665236
2020-03-08 06:57:57,06BBEAA6F73759A1795EB461D39D2AA168F305D1,60.42853790921836
2020-03-08 06:58:18,06BBEAA6F73759A1795EB461D39D2AA168F305D1,57.98714435610538
2020-03-08 06:58:39,06BBEAA6F73759A1795EB461D39D2AA168F305D1,57.88858738317378
2020-03-08 06:59:00,06BBEAA6F73759A1795EB461D39D2AA168F305D1,59.48780777953517
2020-03-08 06:59:22,06BBEAA6F73759A1795EB461D39D2AA168F305D1,60.80771235826968
2020-03-08 06:59:43,06BBEAA6F73759A1795EB461D39D2AA168F305D1,60.26180124944795
2020-03-08 07:00:04,06BBEAA6F73759A1795EB461D39D2AA168F305D1,57.845665383756675
2020-03-08 07:00:25,06BBEAA6F73759A1795EB461D39D2AA168F305D1,54.65073200762117
2020-03-08 07:00:46,06BBEAA6F73759A1795EB461D39D2AA168F305D1,51.42665903263772
2020-03-08 07:01:08,06BBEAA6F73759A1795EB461D39D2AA168F305D1,48.15914302076284
2020-03-08 07:01:30,06BBEAA6F73759A1795EB461D39D2AA168F305D1,45.29072463452034
2020-03-08 07:01:51,06BBEAA6F73759A1795EB461D39D2AA168F305D1,44.693426329327956
2020-03-08 07:02:13,06BBEAA6F73759A1795EB461D39D2AA168F305D1,48.36348184972671
2020-03-08 07:02:34,06BBEAA6F73759A1795EB461D39D2AA168F305D1,55.73242656403964
