datetime,relay,rtt
2020-03-15 17:38:52,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-69.66958635449095
2020-03-15 17:39:10,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-17.790152576389453
2020-03-15 17:39:27,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,18.66832125764735
2020-03-15 17:39:43,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,32.992663657631184
2020-03-15 17:39:59,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,28.41628218121245
2020-03-15 17:40:16,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,13.39586008730607
2020-03-15 17:40:32,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-1.6840110385734848
2020-03-15 17:40:48,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-4.612585510150747
2020-03-15 17:41:04,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,15.270414636464071
2020-03-15 17:41:21,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,57.18974041257408
2020-03-15 17:41:37,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,102.1710055115477
2020-03-15 17:41:53,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,122.44301649386473
2020-03-15 17:42:30,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,103.70898047389886
2020-03-15 17:42:48,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,58.861905325655925
2020-03-15 17:43:06,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,17.422272535631556
2020-03-15 17:43:22,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,0.6252002937750252
2020-03-15 17:43:39,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,6.795499499964949
2020-03-15 17:43:56,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,18.835562176295515
2020-03-15 17:44:14,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,22.62302169889527
2020-03-15 17:44:31,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,17.429715503128875
2020-03-15 17:44:47,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,11.399011297125172
2020-03-15 17:45:04,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,10.661462050091593
2020-03-15 17:45:21,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,14.266465337802353
2020-03-15 17:45:38,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,18.106970618950985
2020-03-15 17:45:55,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,20.956545175151128
2020-03-15 17:46:12,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,25.00861896045501
2020-03-15 17:46:29,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,31.10893260259431
2020-03-15 17:46:45,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,35.46758989190019
2020-03-15 17:47:02,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,32.63012836099133
2020-03-15 17:47:20,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,21.765515391944785
2020-03-15 17:47:37,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,9.04990935106706
2020-03-15 17:47:53,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,2.9312114088557277
2020-03-15 17:48:10,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,6.818413233829425
2020-03-15 17:48:27,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,16.498320992441126
2020-03-15 17:48:45,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,24.300153215918574
2020-03-15 17:49:03,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,25.205836989030683
2020-03-15 17:49:20,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,19.48135039337082
2020-03-15 17:49:37,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,11.085077591396052
2020-03-15 17:49:55,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,4.581134653735465
2020-03-15 17:50:12,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,3.0093639485655497
2020-03-15 17:50:31,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,7.28401806095924
2020-03-15 17:50:49,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,16.120220927881075
2020-03-15 17:51:06,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,25.526938497672575
2020-03-15 17:51:24,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,29.120473167952255
2020-03-15 17:51:41,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,21.637977290790577
2020-03-15 17:51:58,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,4.328978711475425
2020-03-15 17:52:20,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-13.69274395270213
2020-03-15 17:52:37,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-21.557423742010783
2020-03-15 17:52:55,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-15.31268826207057
2020-03-15 17:53:13,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-0.7966692150452797
2020-03-15 17:53:30,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,11.647168301543884
2020-03-15 17:53:47,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,15.153306786629035
2020-03-15 17:54:04,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,10.261913197038988
2020-03-15 17:54:21,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,2.6638646809200766
2020-03-15 17:54:38,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-2.214553624257483
2020-03-15 17:54:57,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-2.7856530262870685
2020-03-15 17:55:13,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-0.3987524458748845
2020-03-15 17:55:30,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,3.81832603686856
2020-03-15 17:55:46,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,9.967220334317743
2020-03-15 17:56:03,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,17.194958103081937
2020-03-15 17:56:20,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,21.91279911605489
2020-03-15 17:56:36,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,19.796407498599145
2020-03-15 17:56:52,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,10.22893903525382
2020-03-15 17:57:10,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-1.5686989103902804
2020-03-15 17:57:28,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-7.73279408636233
2020-03-15 17:57:45,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-4.137431619999371
2020-03-15 17:58:02,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,5.682883099980588
2020-03-15 17:58:19,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,12.997474645897507
2020-03-15 17:58:37,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,11.035317684449913
2020-03-15 17:58:55,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,0.7587603741152958
2020-03-15 17:59:12,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-9.821416988369121
2020-03-15 17:59:30,A3901DDB7799A11E9BAB90BD1DDA734DBA196337,-12.333386560992386
