fingerprint,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Aequinoctium 80C7FD3964C8CB363D89D85FEA5856B6FD8CBB98,84,84,84,84,84,84,84,71,71,74,74,74,74,74,74,74,74,74,74,74,70,70,62
Aerodynamik01 775B0FAFDE71AADC23FFC8782B7BEB1D5A92733E,18000,16000,18000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,18000,18000,17000,18000,17000,17000,17000,18000,17000,17000
Aerodynamik02 EFEACD781604EB80FBC025EDEDEA2D523AEAAA2F,12000,12000,12000,12000,12000,12000,12000,12000,13000,13000,13000,12400,12400,12400,12500,10800,10800,10800,10800,10900,10900,10900,10900
Aerodynamik03 484A10BA2B8D48A5F0216674C8DD50EF27BC32F3,17200,16000,17200,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,17800,17800,16000,17800,16100,16200,16300,17800,16000,16000
Aerodynamik04 1938EBACBB1A7BFA888D9623C90061130E63BB3F,11400,11400,10600,10500,10500,10400,11300,11300,11200,10800,10800,10800,10800,10900,10900,10900,11000,11000,11000,11100,11100,11200,11200
AgentOnionMumbai 58556883C97E01B4639611BAF43EBC843C0D1B51,1070,900,900,900,900,900,900,900,890,900,900,900,900,940,1050,890,890,890,890,890,890,890,890
AgentSmith A8066656D163910C48A8184E663C124418EAA7A8,100,100,100,100,100,100,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Aggie C5D5E635D115C921C060929FDBEA08F214289198,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2500,2500,2500,2500,2500,2500,1920,1930,1930
Ailuuchequai 1EBFC733CCD952F7F7616EBBA7BC6B8E6F2F0CBC,5600,4400,5600,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,5500,6320,4400,6370,4400,5080,5090,6600,5400,5140
Air7jyl 716EE92A2E93ED69113D8F81E98530BA9A30DC31,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1180,1200,1200,1200,1210,1210,1210
Airlock 54283994E43EDBA6989A2BC64C417E33150FC9A5,202,202,202,202,202,210,210,210,210,210,210,210,210,272,290,210,290,210,210,210,290,210,210
Ajorcel 4F95B7313679ECC000F38F870CF0CF39C7386C50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AkashaShrooms 7010EF5D1F61EC9CB65658239B8DDA0439E78ACB,1660,1200,1660,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1660,1660,1200,1450,1300,1300,1300,1450,1400,1400
Akira0x00 D42C8514A1DD7AE191266A8117BFBE8933EC5873,1040,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360
Akka 56927E61B51E6F363FB55498150A6DDFCF7077F2,49400,46000,46000,46000,46000,46000,46200,46200,46000,46000,46000,46000,46000,46000,46000,46000,46000,46100,46000,46000,46000,46000,48000
AlGrothendieck 8E6EDA78D8E3ABA88D877C3E37D6D4F0938C7B9F,22000,20500,22000,20500,20500,20500,20500,20500,20500,20500,20500,20500,22000,23100,23100,17200,23100,17200,17200,19000,23100,19000,19000
AlanTuring 2BB85DC5BD3C6F0D81A4F2B5882176C6BF7ECF5A,37500,36000,37500,34000,34000,34000,35000,35000,35000,34000,37000,37100,37200,42500,42500,37300,42800,37700,37700,37800,38100,38100,38100
Alastor 2EB3C230180694A1E848001E20F36F76A2287039,41000,41000,41000,40000,40000,40000,40000,41000,40000,40000,40000,42100,41000,41000,42000,42000,42100,42300,42300,42500,42600,42700,46000
Albis 0BADD9510440C9BF3A728F2CB630836FF98142B2,1200,1100,1200,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1200,1200,1000,1200,1000,1000,1000,1200,1000,1000
Aleantlar 92F1064AC1A2A1D7B4A97506484B7798016F88B6,13000,11000,13000,11000,11000,11000,11000,12800,12800,12800,12000,12000,10700,12900,12900,10700,13000,11600,11600,11600,13000,10800,10800
AlekseyNKrylov 1C24A2669C7E0D62B2157B95F56ED00EE307C85C,14700,12000,14700,12000,12000,12000,12000,12000,12000,12000,13800,13900,13900,14000,13800,11000,14000,14000,11000,11000,14200,11000,11000
AlexKart1989 A5FDB78B79CF91AE0CE3B6BF171805BE30146E25,4300,3100,4150,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,4600,4600,3100,4600,3100,3100,3500,4500,4500,4500
Alexandra 1673CC2143E59459751BC1D72A9BF39898F2114B,16700,14300,16700,14300,14300,14300,14300,14300,14300,14300,13000,13000,13000,15300,15300,13000,15300,13000,13000,13000,15300,13000,13000
Alexandra C025D850B370867DD707044496549E1218D45ABC,1500,1440,1500,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1500,1500,1400,1500,1400,1400,1400,1500,1400,1400
Alien B71E68A80C5156745DDE7741F6DE5E3202ABD092,4420,4400,4700,4420,4410,4400,4400,4400,4400,4400,4400,4400,4400,4700,4700,4400,4700,4600,4400,4400,4700,4430,4430
Alina 324E13FD795713BDD6E8B4DF02438742CA1FDBF1,8650,8650,8650,8650,8650,9000,9000,9000,9000,9000,9000,9000,9000,9200,9200,9000,9200,9000,9000,9000,9200,9000,8000
AllCreaturesWelcome D49B7658B826E507CC138AEEFCD6135B321C096D,1180,830,1180,830,830,830,830,830,830,830,830,830,830,1180,1180,830,1180,830,830,830,1180,830,830
AlleKochenKaffee F2DFE5FA1E4CF54F8E761A6D304B9B4EC69BDAE8,19200,18000,19200,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18800,18800,18000,18900,18000,18000,18000,19200,19000,19000
AllieRoscoe CD5CF125FED4BE5DA5F259F75AF3D4DD182C54D0,14000,10000,14000,10000,14000,14000,14000,13000,13000,13000,13000,13000,13000,14100,14100,13000,14300,13000,13000,13000,15000,13000,13000
Allure F2D09EBC1F1BD97A7EEF896D015D6BB9C6874753,12800,11300,12800,11200,11200,11100,11100,11100,11100,11100,11100,11200,11200,12000,12000,11200,12000,11300,11400,11400,12000,11500,11500
Aloysha 6AE6C0AF05A3F2688CD6241FAAF5F2027E8032B0,5030,5030,5030,5100,5030,4730,4730,4730,4730,4730,4730,4730,4730,4730,4730,4730,4730,4730,4730,4730,4730,4730,4730
Alpha 51CD9DB00357405FC41AF0FA513688D02BDA0C0E,3640,3000,3650,3130,3120,3110,3120,3110,3110,3500,3500,3500,3500,3740,3770,3500,3500,3290,3300,3310,3500,3340,3340
AlphaRelay 90633012A1A752D8D02FEC8374A4BF98941A1900,11400,9500,12500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,13900,13900,9500,13900,9500,9500,13000,13900,13000,13000
Alphator 44DF28B1520F0BE67EEA98F0CE9A4C5F2BFA8803,53100,52700,53100,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,53700,52700,46000,46000,46000,46000,44000,38700,38700,38700
Alvesta B61C3426FBFCEE14CC1088D33423B73C026FC481,248,220,248,220,220,220,220,220,220,220,220,220,220,248,248,220,248,220,220,220,248,220,220
AmansAequi BEA7C058ECD27BE8E73A76CBE13A917A83192685,12000,10000,12000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,12000,9500,9520,9220,9620,9660,9290,9330,9330,9320
Amazon 1E500623FCC5D8A8000755A5EEEFDBF1120737D5,159,159,159,159,159,159,159,159,190,190,190,190,190,205,205,190,205,190,190,190,205,130,130
AmirTaaki4President 52B68764E26CB04DAE3ABE1FA01826EF27376C68,2580,2500,2580,2400,2400,2650,2650,2650,2650,2200,2200,2400,2400,2900,2900,2400,2420,2400,2400,2400,2460,2400,2400
AmishTorRelay 6CA1E52071B159D74AF35AD3B0DCE128A1B32AE9,3190,3190,3180,3310,3280,3250,3250,3250,3250,3260,2730,2730,2730,2730,2730,2730,3310,3320,3340,3350,3370,3380,3380
Amstertor01 85ADD1EE42ACF4FC13EE83DEC2132142827B4C68,1700,1700,1700,1700,1700,1900,1420,1420,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
An0n1m4t0R 4C30DAC2F7602BDF49C4727CF760AC7A360FF547,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767
Anabelle 4ED03981B9067BCC08A565362DE6D3A1B3D58259,427,380,427,380,380,380,380,380,360,360,360,360,360,420,420,360,420,360,360,360,420,360,360
Anagramix 7D94D84AD8F151BAFDCD7654F446C3D95634A801,320,230,320,230,230,230,230,320,320,320,320,320,320,393,393,320,393,320,320,320,393,320,320
Anankke 0990E0F4F2C127BDDA9B6726400FAC077F6C83B0,13000,13000,13000,12700,12700,12700,12700,12700,12700,12700,12700,12700,12700,13000,13000,12700,13000,12700,12700,12700,13000,12700,12700
Andrewlev77 FCFF9A013232E3F2C253D876EDA6581D1704E7E0,899,820,899,820,820,820,840,840,840,840,840,840,840,1370,1370,840,1370,840,840,840,1370,840,840
Andrewlev78 E71ABF16AC4FA520B24EC4EF3681989C8FF2BF07,12200,12000,12000,11800,11800,11700,11700,11700,10000,10000,10000,10000,10000,11800,11800,9300,11900,9300,9300,9300,12100,7900,7900
Angband 2A36005A811C8B420F380D67C4A9D630655F0900,5500,4000,5100,4800,4800,4800,4760,4800,4800,4800,4800,4800,4800,4800,4800,4760,4800,4760,4760,4760,4800,4760,4760
AngelWater 8DE1211901C33379BB9C57E27BED368FF6D45127,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2010,2010,2000,2010,2000,2000,2100,2100,2100,2100
Anna 3CDE5AD75EAB5C36B736FD7D85A4184B0971F0B3,19200,18200,19200,18200,18200,18200,18200,18200,18200,18200,18200,18200,18200,19200,19200,18200,19200,18200,18200,18200,19200,18200,18200
Annihilation 2F43F6CFFB054DA109F99100006C88A96ECBBACE,1200,900,1200,900,900,900,900,900,900,900,900,900,900,1300,1300,900,1300,900,900,900,1300,900,900
AnonBrasil00 890093B0E0102926ECB5E89F032BDCF9B2781901,400,350,350,350,350,350,340,340,340,340,340,340,340,350,412,350,412,350,350,350,472,350,350
AnonFrance00 13FCE0F6E33CBCE242F7A9286123D94D778D7F40,1500,1500,1500,1500,1500,1500,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140
AnonJapan00 8C4D95BCE64C6D9DA75F728EA20DC2D8B41F53FA,308,280,308,280,280,280,280,280,262,262,262,262,262,280,280,262,280,262,262,262,305,280,280
AnonKorea00 50402D3DAD83E8923CD7715917284C8489C5B5EB,240,220,240,220,220,220,220,220,220,240,240,240,240,259,259,240,259,240,240,240,259,240,240
AnonKorea01 7145E3247CDE1797FDE5A1A0476CD8A00000835D,278,170,278,170,170,170,170,170,170,170,170,170,170,262,262,170,262,170,170,210,291,210,210
AnonNetherland00 64AFFBBE017853193E190EF89D64602307B7C4D8,960,896,960,810,810,660,660,660,540,550,540,540,540,540,550,745,745,745,745,810,960,960,960
AnonSydney00 1DB12D618C63E55E497D48E98642E46AC1B9D104,213,140,213,140,140,140,125,125,125,125,125,125,125,125,125,125,125,125,125,125,140,140,140
AnonVerona D965C6E2089E3E61F5DBC6AD078C49480CF070E9,1000,960,1000,960,960,960,960,960,935,935,857,938,938,938,938,938,938,840,840,840,994,840,840
AnonymIMXMPPNode 9D89468877944FF6568BD89953BAFBE16E98912F,15,12,15,11,11,11,11,11,11,11,11,11,11,17,17,11,17,11,11,11,17,11,11
AnosognosiaRedux D6D6B6614C9EF2DAD13AC0C94487AD8ED3B6877F,77000,75400,77000,75400,75400,75400,75400,75400,75400,75400,75400,75400,75400,77000,77000,75400,77000,75400,75400,75400,77000,75400,75400
AnotherOne CBAE1A54BDCB074173AA6AEB2BD19810C536C0C8,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
AnotherRelayOnRPi4 F43188DAE9A3F22C643CD7B8B3C8FEDB93AA8E12,5330,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850,4850
AnotherTorRelay 495B496867C84BBC92338301D924850F226E75DA,6350,6180,6500,6150,6130,6100,6080,6070,6040,6670,6670,6670,6680,6800,6800,6680,6800,6750,6780,6800,6830,6800,6800
AnteGamissu 81A0F6F4AC31AC82ADABB4677A679C3ACE670E91,17400,17000,17400,17000,16000,16000,16000,16000,16000,16400,16400,16500,16500,18000,18000,16500,18000,16600,16700,16700,18000,16800,16800
AntecsTor 17B1858256389EC07D4C4AE1F92A564930C79ED4,160,160,160,170,170,170,170,170,170,170,170,170,170,229,192,170,192,170,170,170,192,170,170
Anthemisto 02601F4BD5FA081797E9E46698EA13062A22A3BD,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
AntifascistTorRelay C25E5C62897BACBA309571C2548084B45050FEDF,20500,15000,20500,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,18200,18200,17000,18200,17000,17000,17000,18200,15000,15000
Anyuta 3E06B40BCE27B04AAF012A855DE1F9D7A5949BD0,6900,6800,6900,6800,6800,6800,6800,6800,6800,6800,6800,6800,6600,6320,6100,6340,6360,6400,6400,6460,6480,6510,6520
Apollo 71840F45C2478347B872321066F9805D1A1B79FD,7400,7100,7400,7100,7100,7100,7100,7100,7100,6500,6500,6500,6500,6500,6500,6500,6500,6530,6530,6530,6530,6530,6530
Applejack A09D20D85D0AA29C47C90ABEAFDB6B7A4BF7FD07,12100,12100,13000,12100,12100,12700,12600,12600,12600,12600,12600,12600,12600,13000,13000,12500,12600,11000,11000,11000,12700,11000,11000
AptInfinity 563A2C83A9BC57DF77B26FEA4D81CEE5E50A079B,310,310,310,310,310,310,310,310,310,310,310,310,310,371,439,310,439,310,310,310,439,310,310
AquaRayTerminus 616081EC829593AF4232550DE6FFAA1D75B37A90,11500,11500,11500,11500,11500,11500,11500,11500,11500,11500,11500,11500,10600,11500,11500,10600,11500,10600,11500,11500,11700,11500,11500
Aragorn A3A8B285F4267150E220408AB5390E59EA2EE0A0,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,690,855,690,690
Aramis66 637BD268843638713D6FC13A92B3E36F4B5B0F4B,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,550,677,550,550
Aramis67 53C9F4954E7A7332BB0C610C5B8E04CA065AF29B,3900,3600,3900,3600,3600,3600,3600,3600,3600,3800,3600,3600,3600,4010,4010,3600,4020,3900,3400,3400,4200,3400,3400
Arav CEF2FD0E1973EA04D1444DDAEFF1B0BC3C0C39B1,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450
Archer 9BB6624A2DE95FC73CCC46C034A83494172EE4D3,2800,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2500,2500,2400,2400,2300,2400,2400
ArguteTor 51826F7C88BD7BFF3B31E0C01C44F7821DF673D3,6480,8000,8000,8000,8000,8000,8000,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8400,8400,8300,8300,8300
Arne DAA39FC00B196B353C2A271459C305C429AF09E4,10600,10600,10600,10200,10200,10200,14000,14000,14000,14000,14000,14000,14000,16000,16000,13000,13000,13000,13000,13000,13000,13000,13000
Arrakis 3BEE3F1C81191F82BED91480FFD6261CF7FC366D,10300,10400,10300,10300,10200,10200,10200,10200,10200,10200,10200,10200,10200,10200,10300,10300,10300,10400,10400,10300,10300,10300,10300
Artikel10Exit01 DB6ADA8153DF6B148B1A8843B486E20354499650,55000,55000,58300,55000,55000,55000,55000,55000,58300,58300,58300,58300,58300,60500,60500,58300,60500,58300,58300,58300,60500,58300,57100
Artikel5ev6 4DD902046E7155BBE79C34EE6D53BF7408B98CE4,294,240,294,240,240,240,240,240,240,240,240,240,240,311,311,240,311,240,240,240,311,240,240
Artorias 5170720E954090E628303EF1F3BAEFDAC4534791,400,340,400,340,340,340,340,340,340,340,340,340,340,402,402,340,402,340,340,340,402,340,340
ArturoIT AF2C7A11D3C3F77F2C2C153608EEC938FA432DBA,9970,9980,9970,9610,9590,9580,9580,9560,9530,9550,9550,9590,9430,9420,9420,9430,9470,9510,9520,9540,9580,9580,9570
Asakusa 657D2F4DD76D1BA7877EB2F1742ED9898EB04629,1000,925,1000,925,925,925,925,925,925,925,925,925,925,1000,1000,925,1000,925,925,991,1000,991,991
AsiaArgento E459E02374D0385D2E2515CBBE707EA208966BCF,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
Aspasia E759B29A36926531057C0109368DAFEFE2D90795,96,110,96,110,110,110,110,110,110,110,110,110,110,96,96,110,96,110,110,110,100,110,110
Assange003ru C8F402FDF89E5B51D862AD68D8C17DFA5A371BA0,17700,17700,17700,18000,18000,18000,18000,18000,17600,17600,17000,17000,17000,17600,17600,17000,17700,17000,17000,17000,18000,17300,17300
Assange003ru2 CD5316A75554C2DADB87EF3624E95D848C309CE8,9910,9940,9940,9920,11000,11000,11000,11000,11000,11000,11000,11000,11000,11200,11200,11000,11300,11000,11000,11100,11500,11200,11200
Assange005nl AE3C3B7165B912E1AA5EC4F177CA8E4DA7C8EC18,19500,19600,19000,19000,19000,21000,21000,21000,22300,22400,22400,22500,22500,22500,22500,22600,22700,22800,22900,22900,20000,20000,20000
Assange005nl2 340B09ACCF45A98711ABB067820E25A2F21452C6,20000,18000,18000,17000,17000,17000,17000,17000,18000,18000,18000,18000,18000,20400,20400,18000,20500,18000,18000,18000,20700,19000,19000
Assange006us 7DA3460B7C1C13DCAB3B49EDD6C376CA8562B3C9,6100,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6500,6500,7000,7000,7000,7000
Assange007uk DF86098968BBCD963E38E03FC3FC1837EF667C13,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,17100,17100,17100,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500
Assange008fr ADB98B27D7A3FB5732068FD23602A1BCB3BE9F38,27700,27800,27700,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,30000,30000,29000,30000,27800,27900,27900,28000,28000,28000
Assange008fr2 B91A1EB30E66D52026EFCD1E96BFC0E966C83E6D,34300,34000,34300,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34100,34100,34000,29100,28700,28800,28900,29100,28500,28600
Assange009de B8C7D56B7E87B39BD0878C5D1D69130596D0BFAD,19200,17000,20000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,19000,19000,17000,19000,17000,17000,17000,19000,17000,16000
Assange010us BB5630967607D8A8B6CA854AF954FE8372D1662A,9400,9510,9500,9460,9430,9400,9400,9400,9400,9400,9300,9300,9300,9810,9850,9880,9930,9960,10000,10100,10200,9400,9400
Assange011ru A9B28E4D4FB6A26B5B6D3EDED2655D836BBD4E57,940,940,940,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,900,900,1100,900,1100,900,900,873,900,900
Assange012us 14E72D4DA10B66353E583F26EE04AC0D563EA7EF,7100,7600,9570,9540,9500,9460,9420,9410,9370,9360,9360,9370,9370,10600,10600,10000,10700,10000,10000,10000,10800,10000,10000
Assange013us 215616527FB97ED5BE0BF8D2166BDB44EEB6A840,10000,10000,10000,9960,9920,9880,9830,9820,9780,9770,10800,10800,10800,10800,10800,10800,10900,10900,10900,10900,11000,11000,11000
Assange013us2 21AC6EF15C86641CE623B8A08D64144BCAC14AEC,10600,10600,10600,9790,9750,9710,9670,9660,9620,9610,9610,9620,9620,9610,9610,9630,9670,9730,9770,9810,9850,9890,9900
Assange014nl DD7BD3E5BD0BA48A8C70B0CDF017FA5988B87E27,1220,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930
Assange015lt 96275921105DC2D41B79AD75804A301738B51E47,3200,2890,3150,2860,2860,2850,2850,2850,2840,2850,2850,2860,2860,3080,3080,2870,3800,3110,3130,3140,3700,3170,3170
Assange016it 2CD317C624803B77EAD32C96382884B0CAD4DB3F,2610,2600,2610,2600,2600,2600,2700,2700,2690,2690,2600,2600,2250,2700,2700,2600,2700,2600,2600,2600,2700,2600,2600
Assange017md 1BA2F9436C0018A4B52625D071B72F648522B748,1640,1600,1640,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,2800,2800,1600,2810,1600,1600,1600,2840,1600,1600
Assange018us BF7168623AD4FF542A9E940C4CCF575D9BE16323,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4600,4730,4740,4740,4740,4750,4780,4800,4820,4830,4600,4600,4600
Assange018us2 CF6B9B69DAC1F851D8073B2E1BB3FD7A50DB507D,61,61,61,61,62,62,62,68,68,68,68,68,68,62,62,68,62,70,70,70,61,70,70
Assange019de CC2179A97D4EC55BFA56B27F2300C53162CEBB6E,20000,17000,21000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,21400,21400,17000,17000,16600,16600,16700,17000,16800,16800
Assange020ca 1C3C4AEF036D1202EEC623228EBA5FB71931E2A3,8870,8880,8860,8820,8790,9050,9040,9030,9000,8990,8790,8810,8830,8820,8240,8240,8240,8240,8240,8260,8290,8310,8310
Assange021us 22658368E5AA075AEAACC19075ADC19670A77165,8450,6300,8440,6300,6300,6300,6300,6300,6300,8190,8210,8240,6410,8360,8360,6460,8420,6490,6520,6560,8570,6640,6640
Assange022us 60CEF19D5293C6626C1AE00033A2BA7DE991F0E1,3500,3500,2700,2680,2680,2670,2670,2670,2660,2670,3130,3150,3150,3160,3170,3180,3200,3210,3230,2730,2750,2760,2760
Assange023gr C6E3910CBADCA6D2D7E932AB31A038EDD6A6FB79,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2100,2100,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
Assange024us 04D9CEA8D778ABA130B014F758C2BCADD31DA05E,1260,1260,1260,1260,1260,1260,1260,1260,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
Assange025au D12032F45328C06F053921479CF770A208378B9F,477,477,477,846,846,846,846,846,846,846,846,846,846,846,846,846,846,477,477,477,846,477,477
AsukaWATARAI 3E1A530AA44395261D425899CED3A73AC4EABA7D,36,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,38,38,36,36
Atchoum BFCB77C1B8B91CD6A72C6E1DBDB61604E921E4BC,6590,5400,6590,5400,5500,5400,5400,5400,5400,5400,5100,5100,5100,5400,5500,5200,5500,5200,5200,5200,5400,5200,5200
Athekiu 48DE832F4BE6955B3F3F1F060310F3BFD7A7903E,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1700,1700,1700,1700,1700,1700,1700,1700,1700
Athena 005ED97213F725867E422B8DC0443361BBB24E3C,35900,29000,35900,26600,26300,26100,26100,26100,26100,26200,26200,26300,26300,26400,26500,26600,29000,26800,27000,27200,27300,27600,27600
Atlas 9BAEC96D8428D0E157D6BEFD05A4D78D1D275327,520,440,520,440,440,440,520,520,520,520,520,520,520,845,845,520,845,440,440,440,520,440,440
Atomsk D381355B16643759752B6FA37EF97EA8BDC6F3D8,33100,30200,33100,32800,32800,32700,32700,32700,32600,26600,26600,26700,25900,27900,28000,26000,28200,26100,25000,25000,26400,25000,25000
AugusteFriedOnion C2D85BC549361717FDEFAE89607F4A9DF2D4C0E4,8500,8520,8500,8500,8500,8410,8410,8400,8370,8390,8390,8420,8440,7060,6500,8190,6550,6570,8190,8190,6290,7960,7970
Auroch 8CA16E878293D11F0E0803E5FC09F93A5C666889,4670,4670,4670,4670,4670,4670,4430,4430,4430,4430,4430,4430,4430,4260,4260,4260,4260,4260,4260,4260,4260,4260,4260
AuroraBorealis 233ED9D9395CB5B9063063A980EF574E9932127C,6650,6200,6630,6550,6530,6490,6490,6480,6480,7410,7420,7460,7470,7480,7500,6980,7500,7060,7080,7100,7500,7160,7170
AuroraEmperorTorTwo B70EC4BAADB412FDB5DFA6FDC16D3F46E1ADF761,26,21,26,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
AutoNoMe 1A3AC11BF85CE386E19863F5CDF7769BA30E4A06,8800,8380,8800,8220,8160,8160,8160,8160,8160,8160,8160,8160,8160,8890,8910,8800,8980,8800,8800,8600,8800,9150,9160
AutomaticArrestLine 9425164E47E7B8F2AA66944FBDC38CFAFB3E0B7C,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7200,7200,7200,7200,7200,7200,7200,7200,7010,7050,7050
AutonomousAction A6F58010D5A9FD323AB0928462C6AF6FC4FF8724,124,110,124,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,100,110,100,100
AutonomyCube 08CA459608873805EB88CCD5EF0175247AD66118,6700,6700,7240,6700,6700,6700,6700,6600,6600,6700,6700,6700,6700,7130,7130,6700,7130,6600,6600,6600,6700,6600,5810
AutonomyCube 475A2C6288F736F726AA4C142E5ACA9ADFBC2992,257,140,257,140,140,140,140,140,140,140,140,140,220,228,228,220,228,220,220,220,228,220,220
AutonomyCube 5D581185A1277CB69B3AD6AC2A5377A00638261F,3290,2800,3290,2800,2800,2800,2800,2800,2700,2700,2700,2700,2700,3280,3280,2700,3290,2700,2700,2700,2900,2700,2700
AutonomyCube 72D97DE720AF169EFEEE73A6534D78BAC158494D,147,147,147,147,147,147,160,160,160,160,160,160,160,180,180,160,180,160,160,160,180,160,160
AutonomyCube A5AF5D1904550DD27B1C50872D9496C73D916AEE,6800,6040,6800,6040,6040,6040,6040,6040,6040,6040,6040,6040,6040,6800,6800,6040,6800,6040,6040,6040,6800,6700,6700
